ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0015849	organic acid transport	66	17	AFUB_027130,AFUB_037680,AFUB_041130,AFUB_046850,AFUB_049180,AFUB_049370,AFUB_051330,AFUB_052780,AFUB_062330,AFUB_065970,AFUB_066140,AFUB_067200,AFUB_081190,AFUB_081390,AFUB_087020,AFUB_097110,AFUB_099540,	25.8	3.74	4.81	1.45606774452e-06	0.000111720106943	0.00122892117638
GO:0006820	anion transport	42	12	AFUB_005390,AFUB_012320,AFUB_016830,AFUB_034590,AFUB_041130,AFUB_045240,AFUB_049370,AFUB_054220,AFUB_084750,AFUB_091490,AFUB_091900,AFUB_099430,	28.6	4.14	5.51	1.65768122738e-05	0.00116590246326	0.0139908295591
GO:0015698	inorganic anion transport	22	8	AFUB_005390,AFUB_012320,AFUB_016830,AFUB_034590,AFUB_045240,AFUB_084750,AFUB_091900,AFUB_099430,	36.4	5.27	7.82	6.51065339926e-05	0.0042269165146	0.0549499146898
GO:0015851	nucleobase transport	9	5	AFUB_020060,AFUB_025700,AFUB_057300,AFUB_091490,AFUB_096340,	55.6	8.06	17.04	0.000152519320756	0.0085274105972	0.128726306718
GO:0034660	ncRNA metabolic process	156	24	AFUB_005180,AFUB_005660,AFUB_005780,AFUB_010410,AFUB_014310,AFUB_018850,AFUB_021840,AFUB_022580,AFUB_035810,AFUB_038030,AFUB_042680,AFUB_050290,AFUB_050380,AFUB_052390,AFUB_062970,AFUB_064590,AFUB_064630,AFUB_064720,AFUB_065290,AFUB_070250,AFUB_077090,AFUB_082720,AFUB_090410,AFUB_096060,	15.4	2.23	2.53	0.000154592704	0.0085274105972	0.130476242176
GO:0044085	cellular component biogenesis	257	34	AFUB_005180,AFUB_005660,AFUB_010180,AFUB_010410,AFUB_013060,AFUB_018850,AFUB_021840,AFUB_022580,AFUB_028500,AFUB_029210,AFUB_032720,AFUB_035810,AFUB_038030,AFUB_042680,AFUB_050290,AFUB_052390,AFUB_054070,AFUB_059900,AFUB_061170,AFUB_062970,AFUB_064590,AFUB_064630,AFUB_064720,AFUB_065290,AFUB_068950,AFUB_070250,AFUB_077090,AFUB_082720,AFUB_082860,AFUB_083330,AFUB_087150,AFUB_089980,AFUB_090410,AFUB_093670,	13.2	1.92	2.13	0.000161657072933	0.0085274105972	0.136438569555
GO:0016042	lipid catabolic process	46	11	AFUB_012740,AFUB_028190,AFUB_029250,AFUB_030040,AFUB_059160,AFUB_061840,AFUB_065540,AFUB_071270,AFUB_078940,AFUB_099910,AFUB_100130,	23.9	3.47	4.32	0.000218609203306	0.0108533039759	0.18450616759
GO:0006817	phosphate ion transport	6	4	AFUB_045240,AFUB_084750,AFUB_091900,AFUB_099430,	66.7	9.67	27.21	0.000299531842541	0.0133055197423	0.252804875105
GO:0046503	glycerolipid catabolic process	6	4	AFUB_030040,AFUB_059160,AFUB_071270,AFUB_099910,	66.7	9.67	27.21	0.000299531842541	0.0133055197423	0.252804875105
GO:0006863	purine nucleobase transport	3	3	AFUB_025700,AFUB_057300,AFUB_091490,	100.0	14.5	inf	0.000325903802341	0.0137531404588	0.275062809176
GO:0042273	ribosomal large subunit biogenesis	11	5	AFUB_061170,AFUB_064720,AFUB_065290,AFUB_082720,AFUB_093670,	45.5	6.59	11.35	0.000497820791849	0.0200076546819	0.420160748321
GO:0046461	neutral lipid catabolic process	4	3	AFUB_030040,AFUB_071270,AFUB_099910,	75.0	10.88	40.75	0.00123657664823	0.0390671353514	1.0
GO:0019433	triglyceride catabolic process	4	3	AFUB_030040,AFUB_071270,AFUB_099910,	75.0	10.88	40.75	0.00123657664823	0.0390671353514	1.0
GO:0046464	acylglycerol catabolic process	4	3	AFUB_030040,AFUB_071270,AFUB_099910,	75.0	10.88	40.75	0.00123657664823	0.0390671353514	1.0
GO:2001057	reactive nitrogen species metabolic process	8	4	AFUB_012300,AFUB_012310,AFUB_012320,AFUB_016830,	50.0	7.25	13.6	0.00124977802664	0.0390671353514	1.0
GO:0042128	nitrate assimilation	8	4	AFUB_012300,AFUB_012310,AFUB_012320,AFUB_016830,	50.0	7.25	13.6	0.00124977802664	0.0390671353514	1.0
GO:0042126	nitrate metabolic process	8	4	AFUB_012300,AFUB_012310,AFUB_012320,AFUB_016830,	50.0	7.25	13.6	0.00124977802664	0.0390671353514	1.0
GO:0006396	RNA processing	229	28	AFUB_005180,AFUB_005660,AFUB_005780,AFUB_007700,AFUB_010410,AFUB_012060,AFUB_014310,AFUB_018850,AFUB_021840,AFUB_022580,AFUB_035810,AFUB_038030,AFUB_039290,AFUB_042680,AFUB_050290,AFUB_050380,AFUB_052390,AFUB_062970,AFUB_064590,AFUB_064630,AFUB_064720,AFUB_065290,AFUB_070250,AFUB_077090,AFUB_082720,AFUB_082860,AFUB_090410,AFUB_096060,	12.2	1.77	1.93	0.00205751238467	0.0619200597485	1.0
GO:0042255	ribosome assembly	9	4	AFUB_032720,AFUB_061170,AFUB_082720,AFUB_089980,	44.4	6.45	10.88	0.00212758499136	0.0619200597485	1.0
GO:0006810	transport	983	90	AFUB_000270,AFUB_003120,AFUB_003610,AFUB_005210,AFUB_005390,AFUB_009810,AFUB_012090,AFUB_012320,AFUB_014040,AFUB_016830,AFUB_020060,AFUB_020800,AFUB_022920,AFUB_025700,AFUB_026700,AFUB_027130,AFUB_029210,AFUB_032420,AFUB_033030,AFUB_033520,AFUB_033970,AFUB_034590,AFUB_036980,AFUB_037680,AFUB_041130,AFUB_041930,AFUB_044920,AFUB_045240,AFUB_045500,AFUB_045800,AFUB_046340,AFUB_046850,AFUB_046860,AFUB_047000,AFUB_047020,AFUB_048030,AFUB_049180,AFUB_049200,AFUB_049370,AFUB_050080,AFUB_051330,AFUB_052780,AFUB_054220,AFUB_054280,AFUB_057300,AFUB_059550,AFUB_060870,AFUB_060880,AFUB_060940,AFUB_062330,AFUB_065970,AFUB_066140,AFUB_066310,AFUB_066680,AFUB_067100,AFUB_067200,AFUB_069990,AFUB_070810,AFUB_071880,AFUB_075760,AFUB_076040,AFUB_079760,AFUB_081040,AFUB_081190,AFUB_081210,AFUB_081250,AFUB_081390,AFUB_083070,AFUB_084750,AFUB_087020,AFUB_087150,AFUB_087490,AFUB_091490,AFUB_091700,AFUB_091900,AFUB_093670,AFUB_094610,AFUB_095570,AFUB_096340,AFUB_096480,AFUB_096520,AFUB_096840,AFUB_097080,AFUB_097110,AFUB_099430,AFUB_099540,AFUB_100160,AFUB_100400,AFUB_101100,AFUB_102050,	9.2	1.33	1.44	0.00224399023894	0.063130925389	1.0
GO:0051234	establishment of localization	991	90	AFUB_000270,AFUB_003120,AFUB_003610,AFUB_005210,AFUB_005390,AFUB_009810,AFUB_012090,AFUB_012320,AFUB_014040,AFUB_016830,AFUB_020060,AFUB_020800,AFUB_022920,AFUB_025700,AFUB_026700,AFUB_027130,AFUB_029210,AFUB_032420,AFUB_033030,AFUB_033520,AFUB_033970,AFUB_034590,AFUB_036980,AFUB_037680,AFUB_041130,AFUB_041930,AFUB_044920,AFUB_045240,AFUB_045500,AFUB_045800,AFUB_046340,AFUB_046850,AFUB_046860,AFUB_047000,AFUB_047020,AFUB_048030,AFUB_049180,AFUB_049200,AFUB_049370,AFUB_050080,AFUB_051330,AFUB_052780,AFUB_054220,AFUB_054280,AFUB_057300,AFUB_059550,AFUB_060870,AFUB_060880,AFUB_060940,AFUB_062330,AFUB_065970,AFUB_066140,AFUB_066310,AFUB_066680,AFUB_067100,AFUB_067200,AFUB_069990,AFUB_070810,AFUB_071880,AFUB_075760,AFUB_076040,AFUB_079760,AFUB_081040,AFUB_081190,AFUB_081210,AFUB_081250,AFUB_081390,AFUB_083070,AFUB_084750,AFUB_087020,AFUB_087150,AFUB_087490,AFUB_091490,AFUB_091700,AFUB_091900,AFUB_093670,AFUB_094610,AFUB_095570,AFUB_096340,AFUB_096480,AFUB_096520,AFUB_096840,AFUB_097080,AFUB_097110,AFUB_099430,AFUB_099540,AFUB_100160,AFUB_100400,AFUB_101100,AFUB_102050,	9.1	1.32	1.42	0.00285813934257	0.0707277224921	1.0
GO:0006638	neutral lipid metabolic process	5	3	AFUB_030040,AFUB_071270,AFUB_099910,	60.0	8.7	20.37	0.00293302166733	0.0707277224921	1.0
GO:0000470	maturation of LSU-rRNA	5	3	AFUB_064720,AFUB_065290,AFUB_082720,	60.0	8.7	20.37	0.00293302166733	0.0707277224921	1.0
GO:0006639	acylglycerol metabolic process	5	3	AFUB_030040,AFUB_071270,AFUB_099910,	60.0	8.7	20.37	0.00293302166733	0.0707277224921	1.0
GO:0006641	triglyceride metabolic process	5	3	AFUB_030040,AFUB_071270,AFUB_099910,	60.0	8.7	20.37	0.00293302166733	0.0707277224921	1.0
GO:0051179	localization	1003	90	AFUB_000270,AFUB_003120,AFUB_003610,AFUB_005210,AFUB_005390,AFUB_009810,AFUB_012090,AFUB_012320,AFUB_014040,AFUB_016830,AFUB_020060,AFUB_020800,AFUB_022920,AFUB_025700,AFUB_026700,AFUB_027130,AFUB_029210,AFUB_032420,AFUB_033030,AFUB_033520,AFUB_033970,AFUB_034590,AFUB_036980,AFUB_037680,AFUB_041130,AFUB_041930,AFUB_044920,AFUB_045240,AFUB_045500,AFUB_045800,AFUB_046340,AFUB_046850,AFUB_046860,AFUB_047000,AFUB_047020,AFUB_048030,AFUB_049180,AFUB_049200,AFUB_049370,AFUB_050080,AFUB_051330,AFUB_052780,AFUB_054220,AFUB_054280,AFUB_057300,AFUB_059550,AFUB_060870,AFUB_060880,AFUB_060940,AFUB_062330,AFUB_065970,AFUB_066140,AFUB_066310,AFUB_066680,AFUB_067100,AFUB_067200,AFUB_069990,AFUB_070810,AFUB_071880,AFUB_075760,AFUB_076040,AFUB_079760,AFUB_081040,AFUB_081190,AFUB_081210,AFUB_081250,AFUB_081390,AFUB_083070,AFUB_084750,AFUB_087020,AFUB_087150,AFUB_087490,AFUB_091490,AFUB_091700,AFUB_091900,AFUB_093670,AFUB_094610,AFUB_095570,AFUB_096340,AFUB_096480,AFUB_096520,AFUB_096840,AFUB_097080,AFUB_097110,AFUB_099430,AFUB_099540,AFUB_100160,AFUB_100400,AFUB_101100,AFUB_102050,	9.0	1.3	1.4	0.00405681562441	0.0951097885279	1.0
GO:0015706	nitrate transport	2	2	AFUB_012320,AFUB_016830,	100.0	14.5	inf	0.00474441954131	0.0976656120212	1.0
GO:0006177	GMP biosynthetic process	2	2	AFUB_020690,AFUB_047300,	100.0	14.5	inf	0.00474441954131	0.0976656120212	1.0
GO:0046037	GMP metabolic process	2	2	AFUB_020690,AFUB_047300,	100.0	14.5	inf	0.00474441954131	0.0976656120212	1.0
GO:0046222	aflatoxin metabolic process	2	2	AFUB_071780,AFUB_071790,	100.0	14.5	inf	0.00474441954131	0.0976656120212	1.0
GO:0045122	aflatoxin biosynthetic process	2	2	AFUB_071780,AFUB_071790,	100.0	14.5	inf	0.00474441954131	0.0976656120212	1.0
GO:0071941	nitrogen cycle metabolic process	11	4	AFUB_012300,AFUB_012310,AFUB_012320,AFUB_016830,	36.4	5.27	7.77	0.00498628637527	0.100200611922	1.0
GO:0044550	secondary metabolite biosynthetic process	168	21	AFUB_017280,AFUB_021130,AFUB_021280,AFUB_033030,AFUB_033730,AFUB_036280,AFUB_041040,AFUB_051170,AFUB_071740,AFUB_071750,AFUB_071780,AFUB_071790,AFUB_071810,AFUB_071820,AFUB_075760,AFUB_075790,AFUB_079760,AFUB_081350,AFUB_086690,AFUB_095280,AFUB_101360,	12.5	1.81	1.97	0.00554233766744	0.107654322854	1.0
GO:0019748	secondary metabolic process	179	22	AFUB_017280,AFUB_021130,AFUB_021280,AFUB_033030,AFUB_033730,AFUB_036280,AFUB_041040,AFUB_044860,AFUB_051170,AFUB_071740,AFUB_071750,AFUB_071780,AFUB_071790,AFUB_071810,AFUB_071820,AFUB_075760,AFUB_075790,AFUB_079760,AFUB_081350,AFUB_086690,AFUB_095280,AFUB_101360,	12.3	1.78	1.93	0.00561231067011	0.107654322854	1.0
GO:0000460	maturation of 5.8S rRNA	3	2	AFUB_064720,AFUB_065290,	66.7	9.67	27.11	0.0135814510193	0.238807180424	1.0
GO:0000466	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	3	2	AFUB_064720,AFUB_065290,	66.7	9.67	27.11	0.0135814510193	0.238807180424	1.0
GO:0015707	nitrite transport	3	2	AFUB_012320,AFUB_016830,	66.7	9.67	27.11	0.0135814510193	0.238807180424	1.0
GO:0055069	zinc ion homeostasis	3	2	AFUB_066680,AFUB_066690,	66.7	9.67	27.11	0.0135814510193	0.238807180424	1.0
GO:0044242	cellular lipid catabolic process	30	6	AFUB_028190,AFUB_029250,AFUB_030040,AFUB_059160,AFUB_071270,AFUB_099910,	20.0	2.9	3.4	0.0149472835941	0.249571109154	1.0
GO:0043386	mycotoxin biosynthetic process	22	5	AFUB_071780,AFUB_071790,AFUB_075760,AFUB_075790,AFUB_081350,	22.7	3.3	4.0	0.0150807186811	0.249571109154	1.0
GO:0043385	mycotoxin metabolic process	22	5	AFUB_071780,AFUB_071790,AFUB_075760,AFUB_075790,AFUB_081350,	22.7	3.3	4.0	0.0150807186811	0.249571109154	1.0
GO:0071705	nitrogen compound transport	306	31	AFUB_005210,AFUB_012320,AFUB_016830,AFUB_020060,AFUB_022920,AFUB_025700,AFUB_027130,AFUB_029210,AFUB_032420,AFUB_037680,AFUB_041130,AFUB_046850,AFUB_049180,AFUB_049370,AFUB_051330,AFUB_052780,AFUB_057300,AFUB_062330,AFUB_065970,AFUB_066140,AFUB_067100,AFUB_067200,AFUB_076040,AFUB_081190,AFUB_081390,AFUB_087020,AFUB_091490,AFUB_093670,AFUB_096340,AFUB_097110,AFUB_099540,	10.1	1.47	1.56	0.0190250237721	0.308790770455	1.0
GO:0046189	phenol-containing compound biosynthetic process	50	8	AFUB_021280,AFUB_033730,AFUB_071740,AFUB_071750,AFUB_071780,AFUB_071790,AFUB_071810,AFUB_086690,	16.0	2.32	2.6	0.0199007386599	0.316909876018	1.0
GO:0006811	ion transport	192	21	AFUB_005390,AFUB_012320,AFUB_014040,AFUB_016830,AFUB_020800,AFUB_022920,AFUB_034590,AFUB_041130,AFUB_045240,AFUB_049200,AFUB_049370,AFUB_054220,AFUB_066680,AFUB_084750,AFUB_087150,AFUB_091490,AFUB_091900,AFUB_094610,AFUB_097080,AFUB_099430,AFUB_100160,	10.9	1.59	1.69	0.0232597172606	0.363540766073	1.0
GO:0000027	ribosomal large subunit assembly	4	2	AFUB_061170,AFUB_082720,	50.0	7.25	13.55	0.0259263253899	0.383891554896	1.0
GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	4	2	AFUB_064720,AFUB_065290,	50.0	7.25	13.55	0.0259263253899	0.383891554896	1.0
GO:0009113	purine nucleobase biosynthetic process	4	2	AFUB_088870,AFUB_094550,	50.0	7.25	13.55	0.0259263253899	0.383891554896	1.0
GO:0009127	purine nucleoside monophosphate biosynthetic process	19	4	AFUB_020690,AFUB_047300,AFUB_088870,AFUB_094550,	21.1	3.05	3.62	0.0377748185539	0.469729956858	1.0
GO:0009156	ribonucleoside monophosphate biosynthetic process	28	5	AFUB_020690,AFUB_047300,AFUB_047540,AFUB_088870,AFUB_094550,	17.9	2.59	2.95	0.0401069198426	0.469729956858	1.0
GO:0006360	transcription by RNA polymerase I	5	2	AFUB_019290,AFUB_091100,	40.0	5.8	9.03	0.0412551945386	0.469729956858	1.0
GO:0000154	rRNA modification	5	2	AFUB_005660,AFUB_090410,	40.0	5.8	9.03	0.0412551945386	0.469729956858	1.0
GO:0006546	glycine catabolic process	5	2	AFUB_010200,AFUB_099260,	40.0	5.8	9.03	0.0412551945386	0.469729956858	1.0
GO:0042274	ribosomal small subunit biogenesis	5	2	AFUB_005660,AFUB_054070,	40.0	5.8	9.03	0.0412551945386	0.469729956858	1.0
GO:0009071	serine family amino acid catabolic process	5	2	AFUB_010200,AFUB_099260,	40.0	5.8	9.03	0.0412551945386	0.469729956858	1.0
GO:0055114	obsolete oxidation-reduction process	662	57	AFUB_000120,AFUB_004500,AFUB_011080,AFUB_012300,AFUB_012310,AFUB_013930,AFUB_013940,AFUB_014310,AFUB_017280,AFUB_018360,AFUB_020690,AFUB_021130,AFUB_025450,AFUB_026030,AFUB_026040,AFUB_030480,AFUB_033700,AFUB_034080,AFUB_034740,AFUB_035580,AFUB_035650,AFUB_041040,AFUB_041670,AFUB_044910,AFUB_045410,AFUB_047090,AFUB_047400,AFUB_047810,AFUB_049100,AFUB_049750,AFUB_049870,AFUB_051200,AFUB_053780,AFUB_057820,AFUB_062540,AFUB_063700,AFUB_068720,AFUB_071740,AFUB_074720,AFUB_075790,AFUB_077850,AFUB_079620,AFUB_084160,AFUB_084400,AFUB_087450,AFUB_087740,AFUB_091500,AFUB_091610,AFUB_091980,AFUB_094780,AFUB_095280,AFUB_096730,AFUB_099080,AFUB_099260,AFUB_101110,AFUB_101250,AFUB_101660,	8.6	1.25	1.31	0.0435367552868	0.469729956858	1.0
GO:1901615	organic hydroxy compound metabolic process	159	17	AFUB_017280,AFUB_021280,AFUB_026030,AFUB_030480,AFUB_033730,AFUB_041040,AFUB_049100,AFUB_051170,AFUB_053780,AFUB_059160,AFUB_071740,AFUB_071750,AFUB_071780,AFUB_071790,AFUB_071810,AFUB_078250,AFUB_086690,	10.7	1.55	1.64	0.0463254521175	0.469729956858	1.0
GO:0018958	phenol-containing compound metabolic process	59	8	AFUB_021280,AFUB_033730,AFUB_071740,AFUB_071750,AFUB_071780,AFUB_071790,AFUB_071810,AFUB_086690,	13.6	1.97	2.14	0.048076806972	0.469729956858	1.0
