ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0009056	catabolic process	550	24	AFUB_000120,AFUB_000160,AFUB_002520,AFUB_012740,AFUB_021280,AFUB_028190,AFUB_029250,AFUB_030040,AFUB_030140,AFUB_055920,AFUB_059160,AFUB_065540,AFUB_067250,AFUB_067260,AFUB_071270,AFUB_074720,AFUB_078210,AFUB_081630,AFUB_083960,AFUB_090600,AFUB_096090,AFUB_099910,AFUB_100130,AFUB_100920,	4.4	2.3	2.64	8.97509372589e-05	0.00326442061416	0.0390416577076
GO:0005975	carbohydrate metabolic process	446	21	AFUB_000160,AFUB_002520,AFUB_021510,AFUB_030040,AFUB_030140,AFUB_030390,AFUB_036580,AFUB_049660,AFUB_050810,AFUB_059160,AFUB_061710,AFUB_067250,AFUB_067260,AFUB_071270,AFUB_078210,AFUB_081630,AFUB_083960,AFUB_090600,AFUB_096090,AFUB_099910,AFUB_100920,	4.7	2.48	2.83	9.00529824595e-05	0.00326442061416	0.0391730473699
GO:0016052	carbohydrate catabolic process	235	14	AFUB_000160,AFUB_002520,AFUB_030040,AFUB_030140,AFUB_067250,AFUB_067260,AFUB_071270,AFUB_078210,AFUB_081630,AFUB_083960,AFUB_090600,AFUB_096090,AFUB_099910,AFUB_100920,	6.0	3.14	3.53	0.000136079676972	0.00455343534483	0.0591946594828
GO:0006629	lipid metabolic process	314	15	AFUB_000770,AFUB_012740,AFUB_028190,AFUB_029250,AFUB_030040,AFUB_049870,AFUB_050130,AFUB_059160,AFUB_062540,AFUB_064440,AFUB_065540,AFUB_071270,AFUB_071940,AFUB_099910,AFUB_100130,	4.8	2.52	2.79	0.000846521744111	0.0263026399063	0.368236958688
GO:0005976	polysaccharide metabolic process	180	10	AFUB_000160,AFUB_002520,AFUB_030140,AFUB_049660,AFUB_067260,AFUB_078210,AFUB_081630,AFUB_083960,AFUB_090600,AFUB_100920,	5.6	2.93	3.2	0.00213802866953	0.0620028314163	0.930042471245
GO:0000272	polysaccharide catabolic process	154	9	AFUB_000160,AFUB_002520,AFUB_030140,AFUB_067260,AFUB_078210,AFUB_081630,AFUB_083960,AFUB_090600,AFUB_100920,	5.8	3.08	3.36	0.00252307350585	0.0685960609403	1.0
GO:0046486	glycerolipid metabolic process	67	5	AFUB_030040,AFUB_059160,AFUB_071270,AFUB_099910,AFUB_100130,	7.5	3.94	4.29	0.00857629433903	0.210896031743	1.0
GO:0044262	cellular carbohydrate metabolic process	154	8	AFUB_002520,AFUB_030040,AFUB_049660,AFUB_059160,AFUB_071270,AFUB_078210,AFUB_096090,AFUB_099910,	5.2	2.74	2.95	0.00872673234797	0.210896031743	1.0
GO:0045490	pectin catabolic process	27	3	AFUB_081630,AFUB_083960,AFUB_090600,	11.1	5.86	6.59	0.013969011831	0.289358102213	1.0
GO:0045488	pectin metabolic process	27	3	AFUB_081630,AFUB_083960,AFUB_090600,	11.1	5.86	6.59	0.013969011831	0.289358102213	1.0
GO:0010393	galacturonan metabolic process	27	3	AFUB_081630,AFUB_083960,AFUB_090600,	11.1	5.86	6.59	0.013969011831	0.289358102213	1.0
GO:0003333	amino acid transmembrane transport	51	4	AFUB_049370,AFUB_065970,AFUB_067200,AFUB_097110,	7.8	4.14	4.51	0.015510473848	0.306684369266	1.0
GO:0006583	melanin biosynthetic process from tyrosine	1	1	AFUB_021280,	100.0	52.77	inf	0.0189490659858	0.317032450147	1.0
GO:0052331	obsolete hemolysis in other organism involved in symbiotic interaction	1	1	AFUB_087150,	100.0	52.77	inf	0.0189490659858	0.317032450147	1.0
GO:0005980	glycogen catabolic process	1	1	AFUB_002520,	100.0	52.77	inf	0.0189490659858	0.317032450147	1.0
GO:0046931	pore complex assembly	1	1	AFUB_087150,	100.0	52.77	inf	0.0189490659858	0.317032450147	1.0
GO:0006865	amino acid transport	57	4	AFUB_049370,AFUB_065970,AFUB_067200,AFUB_097110,	7.0	3.7	3.99	0.0224842980898	0.357071073347	1.0
GO:1903825	organic acid transmembrane transport	58	4	AFUB_049370,AFUB_065970,AFUB_067200,AFUB_097110,	6.9	3.64	3.92	0.0238047382231	0.357071073347	1.0
GO:1905039	carboxylic acid transmembrane transport	58	4	AFUB_049370,AFUB_065970,AFUB_067200,AFUB_097110,	6.9	3.64	3.92	0.0238047382231	0.357071073347	1.0
GO:0044255	cellular lipid metabolic process	227	9	AFUB_000770,AFUB_028190,AFUB_029250,AFUB_030040,AFUB_050130,AFUB_059160,AFUB_071270,AFUB_099910,AFUB_100130,	4.0	2.09	2.21	0.0281999075522	0.379780933341	1.0
GO:0044275	cellular carbohydrate catabolic process	62	4	AFUB_002520,AFUB_030040,AFUB_071270,AFUB_099910,	6.5	3.4	3.65	0.0295512500812	0.379780933341	1.0
GO:0051447	negative regulation of meiotic cell cycle	15	2	AFUB_028290,AFUB_093810,	13.3	7.04	8.07	0.0318565872252	0.379780933341	1.0
GO:0043942	negative regulation of sexual sporulation resulting in formation of a cellular spore	15	2	AFUB_028290,AFUB_093810,	13.3	7.04	8.07	0.0318565872252	0.379780933341	1.0
GO:0016054	organic acid catabolic process	94	5	AFUB_000120,AFUB_021280,AFUB_028190,AFUB_029250,AFUB_074720,	5.3	2.81	2.98	0.0325965376832	0.379780933341	1.0
GO:0009057	macromolecule catabolic process	273	10	AFUB_000160,AFUB_002520,AFUB_030140,AFUB_055920,AFUB_067260,AFUB_078210,AFUB_081630,AFUB_083960,AFUB_090600,AFUB_100920,	3.7	1.93	2.04	0.0341758393302	0.379780933341	1.0
GO:0015849	organic acid transport	66	4	AFUB_049370,AFUB_065970,AFUB_067200,AFUB_097110,	6.1	3.2	3.41	0.0360527082458	0.379780933341	1.0
GO:1901642	nucleoside transmembrane transport	2	1	AFUB_067100,	50.0	26.39	52.14	0.0375415635257	0.379780933341	1.0
GO:0071468	cellular response to acidic pH	2	1	AFUB_047540,	50.0	26.39	52.14	0.0375415635257	0.379780933341	1.0
GO:0015858	nucleoside transport	2	1	AFUB_067100,	50.0	26.39	52.14	0.0375415635257	0.379780933341	1.0
GO:0035998	7,8-dihydroneopterin 3'-triphosphate biosynthetic process	2	1	AFUB_035480,	50.0	26.39	52.14	0.0375415635257	0.379780933341	1.0
GO:0010447	response to acidic pH	2	1	AFUB_047540,	50.0	26.39	52.14	0.0375415635257	0.379780933341	1.0
GO:0046475	glycerophospholipid catabolic process	2	1	AFUB_059160,	50.0	26.39	52.14	0.0375415635257	0.379780933341	1.0
GO:0051066	dihydrobiopterin metabolic process	2	1	AFUB_035480,	50.0	26.39	52.14	0.0375415635257	0.379780933341	1.0
GO:2000242	negative regulation of reproductive process	18	2	AFUB_028290,AFUB_093810,	11.1	5.86	6.55	0.0447420795887	0.432506769357	1.0
GO:0009062	fatty acid catabolic process	18	2	AFUB_028190,AFUB_029250,	11.1	5.86	6.55	0.0447420795887	0.432506769357	1.0
GO:0044248	cellular catabolic process	368	12	AFUB_000120,AFUB_002520,AFUB_021280,AFUB_028190,AFUB_029250,AFUB_030040,AFUB_055920,AFUB_059160,AFUB_071270,AFUB_074720,AFUB_078210,AFUB_099910,	3.3	1.72	1.81	0.0460218703582	0.433323348511	1.0
