ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0006810	transport	983	41	AFUB_000270,AFUB_001570,AFUB_005210,AFUB_009810,AFUB_010780,AFUB_025700,AFUB_033520,AFUB_033970,AFUB_036290,AFUB_041130,AFUB_041930,AFUB_044920,AFUB_045240,AFUB_045800,AFUB_047020,AFUB_048240,AFUB_048970,AFUB_049180,AFUB_050080,AFUB_060870,AFUB_060880,AFUB_066140,AFUB_075760,AFUB_079540,AFUB_079760,AFUB_081190,AFUB_081210,AFUB_081390,AFUB_082870,AFUB_084410,AFUB_086780,AFUB_087020,AFUB_087490,AFUB_088060,AFUB_091700,AFUB_096340,AFUB_097110,AFUB_099430,AFUB_099620,AFUB_100400,AFUB_102050,	4.2	1.44	1.57	0.00884454003883	0.141227332878	1.0
GO:0034312	diol biosynthetic process	16	3	AFUB_036240,AFUB_051170,AFUB_079710,	18.8	6.49	7.85	0.0100860849182	0.141380321246	1.0
GO:0034311	diol metabolic process	16	3	AFUB_036240,AFUB_051170,AFUB_079710,	18.8	6.49	7.85	0.0100860849182	0.141380321246	1.0
GO:0051234	establishment of localization	991	41	AFUB_000270,AFUB_001570,AFUB_005210,AFUB_009810,AFUB_010780,AFUB_025700,AFUB_033520,AFUB_033970,AFUB_036290,AFUB_041130,AFUB_041930,AFUB_044920,AFUB_045240,AFUB_045800,AFUB_047020,AFUB_048240,AFUB_048970,AFUB_049180,AFUB_050080,AFUB_060870,AFUB_060880,AFUB_066140,AFUB_075760,AFUB_079540,AFUB_079760,AFUB_081190,AFUB_081210,AFUB_081390,AFUB_082870,AFUB_084410,AFUB_086780,AFUB_087020,AFUB_087490,AFUB_088060,AFUB_091700,AFUB_096340,AFUB_097110,AFUB_099430,AFUB_099620,AFUB_100400,AFUB_102050,	4.1	1.43	1.56	0.0101131529991	0.141380321246	1.0
GO:1901136	carbohydrate derivative catabolic process	30	4	AFUB_049900,AFUB_052460,AFUB_068800,AFUB_090720,	13.3	4.61	5.25	0.0103021340957	0.141380321246	1.0
GO:0045461	sterigmatocystin biosynthetic process	47	5	AFUB_046390,AFUB_071780,AFUB_071800,AFUB_079710,AFUB_086850,	10.6	3.68	4.07	0.0109980516584	0.141380321246	1.0
GO:0006817	phosphate ion transport	6	2	AFUB_045240,AFUB_099430,	33.3	11.54	16.95	0.0115445506157	0.141380321246	1.0
GO:0006032	chitin catabolic process	17	3	AFUB_049900,AFUB_052460,AFUB_090720,	17.6	6.11	7.29	0.0119903314406	0.141380321246	1.0
GO:2001308	gliotoxin metabolic process	17	3	AFUB_036230,AFUB_036270,AFUB_075760,	17.6	6.11	7.29	0.0119903314406	0.141380321246	1.0
GO:2001310	gliotoxin biosynthetic process	17	3	AFUB_036230,AFUB_036270,AFUB_075760,	17.6	6.11	7.29	0.0119903314406	0.141380321246	1.0
GO:0045460	sterigmatocystin metabolic process	48	5	AFUB_046390,AFUB_071780,AFUB_071800,AFUB_079710,AFUB_086850,	10.4	3.61	3.98	0.0119959060451	0.141380321246	1.0
GO:0046165	alcohol biosynthetic process	48	5	AFUB_036240,AFUB_044830,AFUB_051170,AFUB_079710,AFUB_087590,	10.4	3.61	3.98	0.0119959060451	0.141380321246	1.0
GO:0051179	localization	1003	41	AFUB_000270,AFUB_001570,AFUB_005210,AFUB_009810,AFUB_010780,AFUB_025700,AFUB_033520,AFUB_033970,AFUB_036290,AFUB_041130,AFUB_041930,AFUB_044920,AFUB_045240,AFUB_045800,AFUB_047020,AFUB_048240,AFUB_048970,AFUB_049180,AFUB_050080,AFUB_060870,AFUB_060880,AFUB_066140,AFUB_075760,AFUB_079540,AFUB_079760,AFUB_081190,AFUB_081210,AFUB_081390,AFUB_082870,AFUB_084410,AFUB_086780,AFUB_087020,AFUB_087490,AFUB_088060,AFUB_091700,AFUB_096340,AFUB_097110,AFUB_099430,AFUB_099620,AFUB_100400,AFUB_102050,	4.1	1.41	1.53	0.0122987429425	0.141578552477	1.0
GO:1901072	glucosamine-containing compound catabolic process	18	3	AFUB_049900,AFUB_052460,AFUB_090720,	16.7	5.77	6.8	0.014086849406	0.158223270899	1.0
GO:1900378	positive regulation of secondary metabolite biosynthetic process	33	4	AFUB_046390,AFUB_071780,AFUB_071790,AFUB_086680,	12.1	4.2	4.7	0.0143839337181	0.158223270899	1.0
GO:0046348	amino sugar catabolic process	19	3	AFUB_049900,AFUB_052460,AFUB_090720,	15.8	5.46	6.38	0.0163780712745	0.166308291896	1.0
GO:0006633	fatty acid biosynthetic process	35	4	AFUB_024590,AFUB_043760,AFUB_043770,AFUB_079710,	11.4	3.96	4.4	0.0176017429726	0.166308291896	1.0
GO:0006026	aminoglycan catabolic process	20	3	AFUB_049900,AFUB_052460,AFUB_090720,	15.0	5.19	6.0	0.0188657033041	0.166308291896	1.0
GO:1902653	secondary alcohol biosynthetic process	20	3	AFUB_036240,AFUB_044830,AFUB_079710,	15.0	5.19	6.0	0.0188657033041	0.166308291896	1.0
GO:1900600	endocrocin metabolic process	8	2	AFUB_071800,AFUB_071810,	25.0	8.65	11.3	0.0207435072196	0.166308291896	1.0
GO:1900602	endocrocin biosynthetic process	8	2	AFUB_071800,AFUB_071810,	25.0	8.65	11.3	0.0207435072196	0.166308291896	1.0
GO:1900582	o-orsellinic acid metabolic process	8	2	AFUB_071800,AFUB_079710,	25.0	8.65	11.3	0.0207435072196	0.166308291896	1.0
GO:1900584	o-orsellinic acid biosynthetic process	8	2	AFUB_071800,AFUB_079710,	25.0	8.65	11.3	0.0207435072196	0.166308291896	1.0
GO:0046173	polyol biosynthetic process	21	3	AFUB_036240,AFUB_051170,AFUB_079710,	14.3	4.94	5.67	0.0215507770898	0.166308291896	1.0
GO:0009405	obsolete pathogenesis	56	5	AFUB_016450,AFUB_068800,AFUB_070680,AFUB_071800,AFUB_080720,	8.9	3.09	3.35	0.0222502265429	0.166308291896	1.0
GO:0009891	positive regulation of biosynthetic process	38	4	AFUB_046390,AFUB_071780,AFUB_071790,AFUB_086680,	10.5	3.64	4.01	0.0232112821177	0.166308291896	1.0
GO:1902652	secondary alcohol metabolic process	22	3	AFUB_036240,AFUB_044830,AFUB_079710,	13.6	4.72	5.37	0.024433698417	0.166308291896	1.0
GO:0015698	inorganic anion transport	22	3	AFUB_045240,AFUB_099430,AFUB_099620,	13.6	4.72	5.37	0.024433698417	0.166308291896	1.0
GO:0015851	nucleobase transport	9	2	AFUB_025700,AFUB_096340,	22.2	7.69	9.68	0.0261683306847	0.166308291896	1.0
GO:1901663	quinone biosynthetic process	23	3	AFUB_071780,AFUB_071800,AFUB_071810,	13.0	4.51	5.1	0.0275142935656	0.166308291896	1.0
GO:0002252	immune effector process	1	1	AFUB_068800,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:2001295	malonyl-CoA biosynthetic process	1	1	AFUB_024590,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:2001293	malonyl-CoA metabolic process	1	1	AFUB_024590,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:0050776	regulation of immune response	1	1	AFUB_068800,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:0015812	gamma-aminobutyric acid transport	1	1	AFUB_041130,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:0060309	elastin catabolic process	1	1	AFUB_068800,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:0019276	UDP-N-acetylgalactosamine metabolic process	1	1	AFUB_025460,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:0019277	UDP-N-acetylgalactosamine biosynthetic process	1	1	AFUB_025460,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:0002253	activation of immune response	1	1	AFUB_068800,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:1900177	regulation of aflatoxin biosynthetic process	1	1	AFUB_071790,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:0006955	immune response	1	1	AFUB_068800,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:0002684	positive regulation of immune system process	1	1	AFUB_068800,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:0050778	positive regulation of immune response	1	1	AFUB_068800,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:0015862	uridine transport	1	1	AFUB_001570,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:0015864	pyrimidine nucleoside transport	1	1	AFUB_001570,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:0019746	hopanoid biosynthetic process	1	1	AFUB_086820,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:0002376	immune system process	1	1	AFUB_068800,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:0042759	long-chain fatty acid biosynthetic process	1	1	AFUB_043770,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:1900843	regulation of monodictyphenone biosynthetic process	1	1	AFUB_071790,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:0006959	humoral immune response	1	1	AFUB_068800,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:0051541	elastin metabolic process	1	1	AFUB_068800,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:1900845	positive regulation of monodictyphenone biosynthetic process	1	1	AFUB_071790,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:0006516	glycoprotein catabolic process	1	1	AFUB_068800,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:0019744	hopanoid metabolic process	1	1	AFUB_086820,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:0006956	complement activation	1	1	AFUB_068800,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:0002682	regulation of immune system process	1	1	AFUB_068800,	100.0	34.61	inf	0.0288939658648	0.166308291896	1.0
GO:1901661	quinone metabolic process	24	3	AFUB_071780,AFUB_071800,AFUB_071810,	12.5	4.33	4.86	0.0307918531609	0.175195026605	1.0
GO:1900560	austinol biosynthetic process	10	2	AFUB_079710,AFUB_086830,	20.0	6.92	8.47	0.0320963481325	0.176479015399	1.0
GO:0010566	regulation of ketone biosynthetic process	10	2	AFUB_071780,AFUB_071790,	20.0	6.92	8.47	0.0320963481325	0.176479015399	1.0
GO:1900558	austinol metabolic process	10	2	AFUB_079710,AFUB_086830,	20.0	6.92	8.47	0.0320963481325	0.176479015399	1.0
GO:0006066	alcohol metabolic process	83	6	AFUB_036240,AFUB_041040,AFUB_044830,AFUB_051170,AFUB_079710,AFUB_087590,	7.2	2.5	2.67	0.0324436169723	0.176479015399	1.0
GO:0006030	chitin metabolic process	25	3	AFUB_049900,AFUB_052460,AFUB_090720,	12.0	4.15	4.63	0.034265173698	0.184361532397	1.0
GO:1902645	tertiary alcohol biosynthetic process	11	2	AFUB_036240,AFUB_079710,	18.2	6.29	7.53	0.0384942353516	0.194435168357	1.0
GO:1900563	dehydroaustinol biosynthetic process	11	2	AFUB_079710,AFUB_086830,	18.2	6.29	7.53	0.0384942353516	0.194435168357	1.0
GO:1900554	asperfuranone biosynthetic process	11	2	AFUB_036240,AFUB_079710,	18.2	6.29	7.53	0.0384942353516	0.194435168357	1.0
GO:1902644	tertiary alcohol metabolic process	11	2	AFUB_036240,AFUB_079710,	18.2	6.29	7.53	0.0384942353516	0.194435168357	1.0
GO:1900552	asperfuranone metabolic process	11	2	AFUB_036240,AFUB_079710,	18.2	6.29	7.53	0.0384942353516	0.194435168357	1.0
GO:1900561	dehydroaustinol metabolic process	11	2	AFUB_079710,AFUB_086830,	18.2	6.29	7.53	0.0384942353516	0.194435168357	1.0
GO:0016114	terpenoid biosynthetic process	12	2	AFUB_084190,AFUB_086820,	16.7	5.77	6.78	0.0453301582678	0.215754118679	1.0
GO:1901503	ether biosynthetic process	12	2	AFUB_051170,AFUB_079710,	16.7	5.77	6.78	0.0453301582678	0.215754118679	1.0
GO:0030639	polyketide biosynthetic process	12	2	AFUB_036240,AFUB_079710,	16.7	5.77	6.78	0.0453301582678	0.215754118679	1.0
GO:0006637	acyl-CoA metabolic process	12	2	AFUB_024590,AFUB_081100,	16.7	5.77	6.78	0.0453301582678	0.215754118679	1.0
GO:0006721	terpenoid metabolic process	12	2	AFUB_084190,AFUB_086820,	16.7	5.77	6.78	0.0453301582678	0.215754118679	1.0
GO:0035383	thioester metabolic process	12	2	AFUB_024590,AFUB_081100,	16.7	5.77	6.78	0.0453301582678	0.215754118679	1.0
GO:0008299	isoprenoid biosynthetic process	28	3	AFUB_050130,AFUB_084190,AFUB_086820,	10.7	3.71	4.08	0.0458410642436	0.216107874291	1.0
