ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0042537	benzene-containing compound metabolic process	41	6	AFUB_071750,AFUB_071780,AFUB_071790,AFUB_071800,AFUB_071810,AFUB_079710,	14.6	6.52	7.71	0.000273820021536	0.00689609116112	0.1106232887
GO:1905039	carboxylic acid transmembrane transport	58	7	AFUB_041130,AFUB_049180,AFUB_066140,AFUB_081190,AFUB_081390,AFUB_084410,AFUB_087020,	12.1	5.38	6.2	0.000290182053809	0.00689609116112	0.117233549739
GO:1903825	organic acid transmembrane transport	58	7	AFUB_041130,AFUB_049180,AFUB_066140,AFUB_081190,AFUB_081390,AFUB_084410,AFUB_087020,	12.1	5.38	6.2	0.000290182053809	0.00689609116112	0.117233549739
GO:0018958	phenol-containing compound metabolic process	59	7	AFUB_071740,AFUB_071750,AFUB_071780,AFUB_071790,AFUB_071800,AFUB_071810,AFUB_079710,	11.9	5.29	6.08	0.000323113058886	0.00725209309944	0.13053767579
GO:1901378	organic heteropentacyclic compound biosynthetic process	62	7	AFUB_046390,AFUB_051170,AFUB_071780,AFUB_071790,AFUB_071800,AFUB_079710,AFUB_086850,	11.3	5.03	5.74	0.000440264290501	0.00919557738219	0.177866773362
GO:1901376	organic heteropentacyclic compound metabolic process	63	7	AFUB_046390,AFUB_051170,AFUB_071780,AFUB_071790,AFUB_071800,AFUB_079710,AFUB_086850,	11.1	4.95	5.64	0.000486082211252	0.00919557738219	0.196377213346
GO:0045122	aflatoxin biosynthetic process	2	2	AFUB_071780,AFUB_071790,	100.0	44.56	inf	0.000500749263387	0.00919557738219	0.202302702408
GO:0046222	aflatoxin metabolic process	2	2	AFUB_071780,AFUB_071790,	100.0	44.56	inf	0.000500749263387	0.00919557738219	0.202302702408
GO:0015849	organic acid transport	66	7	AFUB_041130,AFUB_049180,AFUB_066140,AFUB_081190,AFUB_081390,AFUB_084410,AFUB_087020,	10.6	4.73	5.35	0.000646749749787	0.0113602999528	0.261286898914
GO:0042180	cellular ketone metabolic process	67	7	AFUB_036240,AFUB_071750,AFUB_071780,AFUB_071790,AFUB_071800,AFUB_071810,AFUB_079710,	10.4	4.66	5.26	0.000708781231776	0.0119311507349	0.286347617637
GO:1901615	organic hydroxy compound metabolic process	159	11	AFUB_036240,AFUB_041040,AFUB_051170,AFUB_071740,AFUB_071750,AFUB_071780,AFUB_071790,AFUB_071800,AFUB_071810,AFUB_079710,AFUB_087590,	6.9	3.08	3.4	0.000858707606981	0.0138767149288	0.34691787322
GO:0006040	amino sugar metabolic process	37	5	AFUB_025460,AFUB_049900,AFUB_052460,AFUB_083490,AFUB_090720,	13.5	6.02	6.98	0.00130696586169	0.020308238774	0.528014208124
GO:0006810	transport	983	36	AFUB_000270,AFUB_001570,AFUB_005210,AFUB_009810,AFUB_010780,AFUB_025700,AFUB_033520,AFUB_033970,AFUB_036290,AFUB_041130,AFUB_044920,AFUB_045240,AFUB_045800,AFUB_048240,AFUB_048970,AFUB_049180,AFUB_050080,AFUB_060870,AFUB_060880,AFUB_066140,AFUB_075760,AFUB_079540,AFUB_079760,AFUB_081190,AFUB_081210,AFUB_081390,AFUB_084410,AFUB_086780,AFUB_087020,AFUB_087490,AFUB_088060,AFUB_091700,AFUB_096340,AFUB_099430,AFUB_099620,AFUB_100400,	3.7	1.63	1.84	0.00173657098604	0.0259842473467	0.70157467836
GO:0051234	establishment of localization	991	36	AFUB_000270,AFUB_001570,AFUB_005210,AFUB_009810,AFUB_010780,AFUB_025700,AFUB_033520,AFUB_033970,AFUB_036290,AFUB_041130,AFUB_044920,AFUB_045240,AFUB_045800,AFUB_048240,AFUB_048970,AFUB_049180,AFUB_050080,AFUB_060870,AFUB_060880,AFUB_066140,AFUB_075760,AFUB_079540,AFUB_079760,AFUB_081190,AFUB_081210,AFUB_081390,AFUB_084410,AFUB_086780,AFUB_087020,AFUB_087490,AFUB_088060,AFUB_091700,AFUB_096340,AFUB_099430,AFUB_099620,AFUB_100400,	3.6	1.62	1.82	0.00200297558972	0.028900076366	0.809202138249
GO:0051179	localization	1003	36	AFUB_000270,AFUB_001570,AFUB_005210,AFUB_009810,AFUB_010780,AFUB_025700,AFUB_033520,AFUB_033970,AFUB_036290,AFUB_041130,AFUB_044920,AFUB_045240,AFUB_045800,AFUB_048240,AFUB_048970,AFUB_049180,AFUB_050080,AFUB_060870,AFUB_060880,AFUB_066140,AFUB_075760,AFUB_079540,AFUB_079760,AFUB_081190,AFUB_081210,AFUB_081390,AFUB_084410,AFUB_086780,AFUB_087020,AFUB_087490,AFUB_088060,AFUB_091700,AFUB_096340,AFUB_099430,AFUB_099620,AFUB_100400,	3.6	1.6	1.79	0.00246938529264	0.034401091663	0.997631658228
GO:0036184	asperthecin biosynthetic process	13	3	AFUB_071780,AFUB_071800,AFUB_071810,	23.1	10.28	13.29	0.00269075810714	0.0362355425095	1.0
GO:1901071	glucosamine-containing compound metabolic process	28	4	AFUB_049900,AFUB_052460,AFUB_083490,AFUB_090720,	14.3	6.37	7.41	0.00329022755094	0.0425280189049	1.0
GO:0036182	asperthecin metabolic process	14	3	AFUB_071780,AFUB_071800,AFUB_071810,	21.4	9.55	12.08	0.00336855595287	0.0425280189049	1.0
GO:0045461	sterigmatocystin biosynthetic process	47	5	AFUB_046390,AFUB_071780,AFUB_071800,AFUB_079710,AFUB_086850,	10.6	4.74	5.31	0.00384106824598	0.0470239870113	1.0
GO:0045460	sterigmatocystin metabolic process	48	5	AFUB_046390,AFUB_071780,AFUB_071800,AFUB_079710,AFUB_086850,	10.4	4.64	5.19	0.00421137028937	0.0490947434408	1.0
GO:1901136	carbohydrate derivative catabolic process	30	4	AFUB_049900,AFUB_052460,AFUB_068800,AFUB_090720,	13.3	5.94	6.84	0.00425325747631	0.0490947434408	1.0
GO:0034312	diol biosynthetic process	16	3	AFUB_036240,AFUB_051170,AFUB_079710,	18.8	8.35	10.22	0.00501442580579	0.0547521087984	1.0
GO:0034311	diol metabolic process	16	3	AFUB_036240,AFUB_051170,AFUB_079710,	18.8	8.35	10.22	0.00501442580579	0.0547521087984	1.0
GO:2001308	gliotoxin metabolic process	17	3	AFUB_036230,AFUB_036270,AFUB_075760,	17.6	7.86	9.49	0.00598961914491	0.0594020474943	1.0
GO:2001310	gliotoxin biosynthetic process	17	3	AFUB_036230,AFUB_036270,AFUB_075760,	17.6	7.86	9.49	0.00598961914491	0.0594020474943	1.0
GO:0006032	chitin catabolic process	17	3	AFUB_049900,AFUB_052460,AFUB_090720,	17.6	7.86	9.49	0.00598961914491	0.0594020474943	1.0
GO:1900378	positive regulation of secondary metabolite biosynthetic process	33	4	AFUB_046390,AFUB_071780,AFUB_071790,AFUB_086680,	12.1	5.4	6.13	0.00602842561205	0.0594020474943	1.0
GO:1901072	glucosamine-containing compound catabolic process	18	3	AFUB_049900,AFUB_052460,AFUB_090720,	16.7	7.43	8.85	0.00707042340047	0.0664989464054	1.0
GO:0006817	phosphate ion transport	6	2	AFUB_045240,AFUB_099430,	33.3	14.85	22.03	0.00707785815701	0.0664989464054	1.0
GO:0006633	fatty acid biosynthetic process	35	4	AFUB_024590,AFUB_043760,AFUB_043770,AFUB_079710,	11.4	5.09	5.73	0.00745098356201	0.0684135763421	1.0
GO:0009405	obsolete pathogenesis	56	5	AFUB_016450,AFUB_068800,AFUB_070680,AFUB_071800,AFUB_080720,	8.9	3.98	4.37	0.00814000030437	0.072539645652	1.0
GO:0046348	amino sugar catabolic process	19	3	AFUB_049900,AFUB_052460,AFUB_090720,	15.8	7.04	8.3	0.00825946460394	0.072539645652	1.0
GO:0006026	aminoglycan catabolic process	20	3	AFUB_049900,AFUB_052460,AFUB_090720,	15.0	6.68	7.81	0.00955902838106	0.0821669673606	1.0
GO:0009891	positive regulation of biosynthetic process	38	4	AFUB_046390,AFUB_071780,AFUB_071790,AFUB_086680,	10.5	4.69	5.23	0.00997286116683	0.0839382481542	1.0
GO:0046173	polyol biosynthetic process	21	3	AFUB_036240,AFUB_051170,AFUB_079710,	14.3	6.37	7.37	0.0109710774211	0.0904554138394	1.0
GO:0015698	inorganic anion transport	22	3	AFUB_045240,AFUB_099430,AFUB_099620,	13.6	6.08	6.98	0.01249726826	0.0959668872747	1.0
GO:1900600	endocrocin metabolic process	8	2	AFUB_071800,AFUB_071810,	25.0	11.14	14.68	0.01282725721	0.0959668872747	1.0
GO:1900602	endocrocin biosynthetic process	8	2	AFUB_071800,AFUB_071810,	25.0	11.14	14.68	0.01282725721	0.0959668872747	1.0
GO:1900582	o-orsellinic acid metabolic process	8	2	AFUB_071800,AFUB_079710,	25.0	11.14	14.68	0.01282725721	0.0959668872747	1.0
GO:1900584	o-orsellinic acid biosynthetic process	8	2	AFUB_071800,AFUB_079710,	25.0	11.14	14.68	0.01282725721	0.0959668872747	1.0
GO:0006820	anion transport	42	4	AFUB_041130,AFUB_045240,AFUB_099430,AFUB_099620,	9.5	4.24	4.67	0.0141140173658	0.100411700622	1.0
GO:1901663	quinone biosynthetic process	23	3	AFUB_071780,AFUB_071800,AFUB_071810,	13.0	5.81	6.63	0.0141389674097	0.100411700622	1.0
GO:1901661	quinone metabolic process	24	3	AFUB_071780,AFUB_071800,AFUB_071810,	12.5	5.57	6.32	0.0158972668453	0.100411700622	1.0
GO:0015851	nucleobase transport	9	2	AFUB_025700,AFUB_096340,	22.2	9.9	12.58	0.0162509409943	0.100411700622	1.0
GO:0006030	chitin metabolic process	25	3	AFUB_049900,AFUB_052460,AFUB_090720,	12.0	5.35	6.03	0.0177729988823	0.100411700622	1.0
GO:1900560	austinol biosynthetic process	10	2	AFUB_079710,AFUB_086830,	20.0	8.91	11.01	0.0200170737738	0.100411700622	1.0
GO:0010566	regulation of ketone biosynthetic process	10	2	AFUB_071780,AFUB_071790,	20.0	8.91	11.01	0.0200170737738	0.100411700622	1.0
GO:1900558	austinol metabolic process	10	2	AFUB_079710,AFUB_086830,	20.0	8.91	11.01	0.0200170737738	0.100411700622	1.0
GO:0046165	alcohol biosynthetic process	48	4	AFUB_036240,AFUB_051170,AFUB_079710,AFUB_087590,	8.3	3.71	4.03	0.0221320891456	0.100411700622	1.0
GO:0050778	positive regulation of immune response	1	1	AFUB_068800,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:2001295	malonyl-CoA biosynthetic process	1	1	AFUB_024590,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:2001293	malonyl-CoA metabolic process	1	1	AFUB_024590,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:1900845	positive regulation of monodictyphenone biosynthetic process	1	1	AFUB_071790,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:0060309	elastin catabolic process	1	1	AFUB_068800,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:0051541	elastin metabolic process	1	1	AFUB_068800,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:1900177	regulation of aflatoxin biosynthetic process	1	1	AFUB_071790,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:1900843	regulation of monodictyphenone biosynthetic process	1	1	AFUB_071790,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:0002684	positive regulation of immune system process	1	1	AFUB_068800,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:0006955	immune response	1	1	AFUB_068800,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:0015812	gamma-aminobutyric acid transport	1	1	AFUB_041130,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:0002376	immune system process	1	1	AFUB_068800,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:0006516	glycoprotein catabolic process	1	1	AFUB_068800,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:0042759	long-chain fatty acid biosynthetic process	1	1	AFUB_043770,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:0006959	humoral immune response	1	1	AFUB_068800,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:0019746	hopanoid biosynthetic process	1	1	AFUB_086820,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:0015864	pyrimidine nucleoside transport	1	1	AFUB_001570,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:0050776	regulation of immune response	1	1	AFUB_068800,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:0015862	uridine transport	1	1	AFUB_001570,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:0002682	regulation of immune system process	1	1	AFUB_068800,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:0002252	immune effector process	1	1	AFUB_068800,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:0006956	complement activation	1	1	AFUB_068800,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:0019744	hopanoid metabolic process	1	1	AFUB_086820,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:0002253	activation of immune response	1	1	AFUB_068800,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:0019277	UDP-N-acetylgalactosamine biosynthetic process	1	1	AFUB_025460,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:0019276	UDP-N-acetylgalactosamine metabolic process	1	1	AFUB_025460,	100.0	44.56	inf	0.0224432199974	0.100411700622	1.0
GO:0055114	obsolete oxidation-reduction process	662	23	AFUB_004500,AFUB_013930,AFUB_018360,AFUB_025450,AFUB_030090,AFUB_030100,AFUB_036230,AFUB_036240,AFUB_041040,AFUB_043760,AFUB_045510,AFUB_046390,AFUB_051200,AFUB_057820,AFUB_071740,AFUB_079710,AFUB_086850,AFUB_087590,AFUB_091810,AFUB_094850,AFUB_100380,AFUB_100420,AFUB_100690,	3.5	1.55	1.66	0.0226001205141	0.100411700622	1.0
GO:0072330	monocarboxylic acid biosynthetic process	73	5	AFUB_024590,AFUB_043760,AFUB_043770,AFUB_071800,AFUB_079710,	6.8	3.05	3.27	0.0236529131728	0.100411700622	1.0
GO:1900561	dehydroaustinol metabolic process	11	2	AFUB_079710,AFUB_086830,	18.2	8.1	9.78	0.0241087499018	0.100411700622	1.0
GO:1900552	asperfuranone metabolic process	11	2	AFUB_036240,AFUB_079710,	18.2	8.1	9.78	0.0241087499018	0.100411700622	1.0
GO:1902645	tertiary alcohol biosynthetic process	11	2	AFUB_036240,AFUB_079710,	18.2	8.1	9.78	0.0241087499018	0.100411700622	1.0
GO:1900554	asperfuranone biosynthetic process	11	2	AFUB_036240,AFUB_079710,	18.2	8.1	9.78	0.0241087499018	0.100411700622	1.0
GO:1900563	dehydroaustinol biosynthetic process	11	2	AFUB_079710,AFUB_086830,	18.2	8.1	9.78	0.0241087499018	0.100411700622	1.0
GO:1902644	tertiary alcohol metabolic process	11	2	AFUB_036240,AFUB_079710,	18.2	8.1	9.78	0.0241087499018	0.100411700622	1.0
GO:1901503	ether biosynthetic process	12	2	AFUB_051170,AFUB_079710,	16.7	7.43	8.8	0.0285096421997	0.111824227657	1.0
GO:0035383	thioester metabolic process	12	2	AFUB_024590,AFUB_081100,	16.7	7.43	8.8	0.0285096421997	0.111824227657	1.0
GO:0006721	terpenoid metabolic process	12	2	AFUB_084190,AFUB_086820,	16.7	7.43	8.8	0.0285096421997	0.111824227657	1.0
GO:0016114	terpenoid biosynthetic process	12	2	AFUB_084190,AFUB_086820,	16.7	7.43	8.8	0.0285096421997	0.111824227657	1.0
GO:0006637	acyl-CoA metabolic process	12	2	AFUB_024590,AFUB_081100,	16.7	7.43	8.8	0.0285096421997	0.111824227657	1.0
GO:0030639	polyketide biosynthetic process	12	2	AFUB_036240,AFUB_079710,	16.7	7.43	8.8	0.0285096421997	0.111824227657	1.0
GO:0044283	small molecule biosynthetic process	290	12	AFUB_024590,AFUB_036240,AFUB_043760,AFUB_043770,AFUB_051170,AFUB_071750,AFUB_071780,AFUB_071790,AFUB_071800,AFUB_071810,AFUB_079710,AFUB_087590,	4.1	1.84	1.95	0.0296585982756	0.115212247147	1.0
GO:0006022	aminoglycan metabolic process	31	3	AFUB_049900,AFUB_052460,AFUB_090720,	9.7	4.31	4.73	0.0315108487804	0.121241741974	1.0
GO:0016053	organic acid biosynthetic process	197	9	AFUB_024590,AFUB_043760,AFUB_043770,AFUB_071750,AFUB_071780,AFUB_071790,AFUB_071800,AFUB_071810,AFUB_079710,	4.6	2.04	2.15	0.0329502830154	0.124207498556	1.0
GO:0006083	acetate metabolic process	13	2	AFUB_071780,AFUB_071790,	15.4	6.85	8.0	0.0332039847624	0.124207498556	1.0
GO:0030638	polyketide metabolic process	13	2	AFUB_036240,AFUB_079710,	15.4	6.85	8.0	0.0332039847624	0.124207498556	1.0
GO:1900376	regulation of secondary metabolite biosynthetic process	55	4	AFUB_046390,AFUB_071780,AFUB_071790,AFUB_086680,	7.3	3.24	3.48	0.0344175743846	0.127566055517	1.0
GO:0006066	alcohol metabolic process	83	5	AFUB_036240,AFUB_041040,AFUB_051170,AFUB_079710,AFUB_087590,	6.0	2.68	2.85	0.0383230535694	0.140750124019	1.0
GO:0031328	positive regulation of cellular biosynthetic process	34	3	AFUB_046390,AFUB_071780,AFUB_071790,	8.8	3.93	4.27	0.039965282533	0.145459226517	1.0
GO:0043455	regulation of secondary metabolic process	58	4	AFUB_046390,AFUB_071780,AFUB_071790,AFUB_086680,	6.9	3.07	3.28	0.0406835493667	0.146751374501	1.0
GO:0071705	nitrogen compound transport	306	12	AFUB_001570,AFUB_005210,AFUB_025700,AFUB_041130,AFUB_049180,AFUB_066140,AFUB_081190,AFUB_081390,AFUB_084410,AFUB_087020,AFUB_096340,AFUB_099620,	3.9	1.75	1.84	0.042130892745	0.149431825461	1.0
GO:0006855	xenobiotic transmembrane transport	2	1	AFUB_060880,	50.0	22.28	43.81	0.0443856907309	0.149431825461	1.0
GO:0006068	ethanol catabolic process	2	1	AFUB_087590,	50.0	22.28	43.81	0.0443856907309	0.149431825461	1.0
GO:0015858	nucleoside transport	2	1	AFUB_001570,	50.0	22.28	43.81	0.0443856907309	0.149431825461	1.0
GO:1901642	nucleoside transmembrane transport	2	1	AFUB_001570,	50.0	22.28	43.81	0.0443856907309	0.149431825461	1.0
GO:1900590	violaceol I biosynthetic process	2	1	AFUB_079710,	50.0	22.28	43.81	0.0443856907309	0.149431825461	1.0
GO:0034310	primary alcohol catabolic process	2	1	AFUB_087590,	50.0	22.28	43.81	0.0443856907309	0.149431825461	1.0
GO:1900593	violaceol II biosynthetic process	2	1	AFUB_079710,	50.0	22.28	43.81	0.0443856907309	0.149431825461	1.0
