ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0042180	cellular ketone metabolic process	67	12	AFUB_033290,AFUB_033730,AFUB_045560,AFUB_071750,AFUB_071770,AFUB_071780,AFUB_071790,AFUB_071800,AFUB_071810,AFUB_079710,AFUB_086200,AFUB_100730,	17.9	5.72	7.06	8.73609269561e-07	5.37666795902e-05	0.000591433475493
GO:0042537	benzene-containing compound metabolic process	41	9	AFUB_071750,AFUB_071770,AFUB_071780,AFUB_071790,AFUB_071800,AFUB_071810,AFUB_079710,AFUB_086200,AFUB_100730,	22.0	7.01	9.01	3.62275303912e-06	0.000204383650624	0.00245260380748
GO:0034312	diol biosynthetic process	16	6	AFUB_034510,AFUB_045560,AFUB_051170,AFUB_079710,AFUB_086200,AFUB_086310,	37.5	11.98	19.03	5.44046279018e-06	0.000263085236354	0.00368319330895
GO:0034311	diol metabolic process	16	6	AFUB_034510,AFUB_045560,AFUB_051170,AFUB_079710,AFUB_086200,AFUB_086310,	37.5	11.98	19.03	5.44046279018e-06	0.000263085236354	0.00368319330895
GO:1901378	organic heteropentacyclic compound biosynthetic process	62	10	AFUB_033730,AFUB_051170,AFUB_071780,AFUB_071790,AFUB_071800,AFUB_078070,AFUB_079520,AFUB_079710,AFUB_086200,AFUB_100730,	16.1	5.15	6.17	1.92194943893e-05	0.00086743984677	0.0130115977016
GO:1901376	organic heteropentacyclic compound metabolic process	63	10	AFUB_033730,AFUB_051170,AFUB_071780,AFUB_071790,AFUB_071800,AFUB_078070,AFUB_079520,AFUB_079710,AFUB_086200,AFUB_100730,	15.9	5.07	6.05	2.22270750086e-05	0.0009404831113	0.0150477297808
GO:0046173	polyol biosynthetic process	21	6	AFUB_034510,AFUB_045560,AFUB_051170,AFUB_079710,AFUB_086200,AFUB_086310,	28.6	9.12	12.67	3.23118916536e-05	0.00128677356762	0.0218751506495
GO:0018904	ether metabolic process	22	6	AFUB_034510,AFUB_051170,AFUB_079710,AFUB_086050,AFUB_086200,AFUB_086310,	27.3	8.71	11.88	4.32742705783e-05	0.00162759339897	0.0292966811815
GO:1901362	organic cyclic compound biosynthetic process	606	37	AFUB_016800,AFUB_033290,AFUB_033730,AFUB_033740,AFUB_034050,AFUB_034440,AFUB_034470,AFUB_034510,AFUB_034530,AFUB_036560,AFUB_041460,AFUB_045560,AFUB_045780,AFUB_045790,AFUB_051170,AFUB_052070,AFUB_055310,AFUB_062000,AFUB_066820,AFUB_071740,AFUB_071750,AFUB_071770,AFUB_071780,AFUB_071790,AFUB_071800,AFUB_071810,AFUB_078070,AFUB_079520,AFUB_079700,AFUB_079710,AFUB_086030,AFUB_086050,AFUB_086200,AFUB_086310,AFUB_086820,AFUB_088380,AFUB_100730,	6.1	1.95	2.2	5.47407132695e-05	0.00191517975668	0.0370594628834
GO:1900584	o-orsellinic acid biosynthetic process	8	4	AFUB_071800,AFUB_079710,AFUB_086200,AFUB_100730,	50.0	15.97	31.46	5.94073484347e-05	0.00191517975668	0.0402187748903
GO:1900582	o-orsellinic acid metabolic process	8	4	AFUB_071800,AFUB_079710,AFUB_086200,AFUB_100730,	50.0	15.97	31.46	5.94073484347e-05	0.00191517975668	0.0402187748903
GO:0044283	small molecule biosynthetic process	290	22	AFUB_033290,AFUB_033730,AFUB_033740,AFUB_034440,AFUB_034510,AFUB_034530,AFUB_036560,AFUB_045560,AFUB_051170,AFUB_064450,AFUB_071750,AFUB_071770,AFUB_071780,AFUB_071790,AFUB_071800,AFUB_071810,AFUB_079710,AFUB_086050,AFUB_086200,AFUB_086310,AFUB_096730,AFUB_100730,	7.6	2.42	2.7	0.000101207328225	0.00311442550946	0.068517361208
GO:1902181	verruculogen biosynthetic process	4	3	AFUB_034510,AFUB_051170,AFUB_086310,	75.0	23.95	94.0	0.000118469460694	0.00334182603707	0.0802038248898
GO:1902179	verruculogen metabolic process	4	3	AFUB_034510,AFUB_051170,AFUB_086310,	75.0	23.95	94.0	0.000118469460694	0.00334182603707	0.0802038248898
GO:0140115	export across plasma membrane	5	3	AFUB_041460,AFUB_047000,AFUB_052070,	60.0	19.16	47.0	0.000289315014893	0.00783465060329	0.195866265082
GO:0055085	transmembrane transport	587	34	AFUB_009790,AFUB_009810,AFUB_025440,AFUB_027270,AFUB_030910,AFUB_033970,AFUB_041130,AFUB_041460,AFUB_045560,AFUB_046720,AFUB_046860,AFUB_047000,AFUB_048790,AFUB_049630,AFUB_052070,AFUB_057030,AFUB_058020,AFUB_063160,AFUB_064870,AFUB_066540,AFUB_079760,AFUB_080900,AFUB_081190,AFUB_085770,AFUB_087490,AFUB_088060,AFUB_092370,AFUB_094820,AFUB_100400,AFUB_101100,AFUB_101120,AFUB_101230,AFUB_101559,AFUB_101650,	5.8	1.85	2.06	0.000312204946253	0.00812933648512	0.211362748613
GO:0035835	indole alkaloid biosynthetic process	32	6	AFUB_033730,AFUB_033740,AFUB_034510,AFUB_051170,AFUB_078070,AFUB_086310,	18.8	5.99	7.3	0.000404206946468	0.00977314652709	0.273648102759
GO:0035834	indole alkaloid metabolic process	32	6	AFUB_033730,AFUB_033740,AFUB_034510,AFUB_051170,AFUB_078070,AFUB_086310,	18.8	5.99	7.3	0.000404206946468	0.00977314652709	0.273648102759
GO:0009821	alkaloid biosynthetic process	33	6	AFUB_033730,AFUB_033740,AFUB_034510,AFUB_051170,AFUB_078070,AFUB_086310,	18.2	5.81	7.03	0.000481264481964	0.0112350363548	0.325816054289
GO:0036184	asperthecin biosynthetic process	13	4	AFUB_071780,AFUB_071800,AFUB_071810,AFUB_100730,	30.8	9.83	13.97	0.000536046232754	0.0120967766525	0.362903299575
GO:0009820	alkaloid metabolic process	34	6	AFUB_033730,AFUB_033740,AFUB_034510,AFUB_051170,AFUB_078070,AFUB_086310,	17.6	5.64	6.78	0.000569299402505	0.0124327643708	0.385415695496
GO:0046165	alcohol biosynthetic process	48	7	AFUB_033740,AFUB_034510,AFUB_045560,AFUB_051170,AFUB_079710,AFUB_086200,AFUB_086310,	14.6	4.66	5.41	0.000663945947036	0.0139956794435	0.449491406144
GO:0055114	obsolete oxidation-reduction process	662	36	AFUB_004500,AFUB_016800,AFUB_027340,AFUB_030050,AFUB_030090,AFUB_033700,AFUB_033740,AFUB_034080,AFUB_034280,AFUB_034430,AFUB_034440,AFUB_034460,AFUB_034520,AFUB_039700,AFUB_041670,AFUB_045510,AFUB_045570,AFUB_051200,AFUB_055310,AFUB_062470,AFUB_071740,AFUB_074120,AFUB_077850,AFUB_079520,AFUB_079710,AFUB_086060,AFUB_086130,AFUB_087450,AFUB_092150,AFUB_096730,AFUB_097940,AFUB_099260,AFUB_100380,AFUB_100420,AFUB_100690,AFUB_101110,	5.4	1.74	1.92	0.000682211848795	0.0139956794435	0.461857421634
GO:0036182	asperthecin metabolic process	14	4	AFUB_071780,AFUB_071800,AFUB_071810,AFUB_100730,	28.6	9.12	12.57	0.000732138824907	0.0145781760136	0.495657984462
GO:0018130	heterocycle biosynthetic process	547	31	AFUB_033290,AFUB_033730,AFUB_033740,AFUB_034050,AFUB_034470,AFUB_034510,AFUB_034530,AFUB_036560,AFUB_041460,AFUB_045560,AFUB_045780,AFUB_045790,AFUB_051170,AFUB_052070,AFUB_062000,AFUB_066820,AFUB_071750,AFUB_071770,AFUB_071780,AFUB_071790,AFUB_071800,AFUB_078070,AFUB_079520,AFUB_079700,AFUB_079710,AFUB_086030,AFUB_086050,AFUB_086200,AFUB_086310,AFUB_088380,AFUB_100730,	5.7	1.81	1.99	0.000847723270509	0.0163973901181	0.573908654135
GO:0045122	aflatoxin biosynthetic process	2	2	AFUB_071780,AFUB_071790,	100.0	31.94	inf	0.000976426743438	0.0169497668028	0.661040905307
GO:0120029	proton export across plasma membrane	2	2	AFUB_041460,AFUB_052070,	100.0	31.94	inf	0.000976426743438	0.0169497668028	0.661040905307
GO:0006074	(1->3)-beta-D-glucan metabolic process	2	2	AFUB_078400,AFUB_091030,	100.0	31.94	inf	0.000976426743438	0.0169497668028	0.661040905307
GO:0046222	aflatoxin metabolic process	2	2	AFUB_071780,AFUB_071790,	100.0	31.94	inf	0.000976426743438	0.0169497668028	0.661040905307
GO:0019751	polyol metabolic process	39	6	AFUB_034510,AFUB_045560,AFUB_051170,AFUB_079710,AFUB_086200,AFUB_086310,	15.4	4.91	5.75	0.0012119660759	0.0205125258347	0.820501033387
GO:0016053	organic acid biosynthetic process	197	15	AFUB_034440,AFUB_034530,AFUB_036560,AFUB_064450,AFUB_071750,AFUB_071770,AFUB_071780,AFUB_071790,AFUB_071800,AFUB_071810,AFUB_079710,AFUB_086050,AFUB_086200,AFUB_096730,AFUB_100730,	7.6	2.43	2.66	0.0012644674119	0.0208791326307	0.856044437858
GO:1900602	endocrocin biosynthetic process	8	3	AFUB_071800,AFUB_071810,AFUB_100730,	37.5	11.98	18.79	0.00151051454156	0.0237818219683	1.0
GO:1900600	endocrocin metabolic process	8	3	AFUB_071800,AFUB_071810,AFUB_100730,	37.5	11.98	18.79	0.00151051454156	0.0237818219683	1.0
GO:0009405	obsolete pathogenesis	56	7	AFUB_028890,AFUB_033290,AFUB_068800,AFUB_071800,AFUB_078070,AFUB_080720,AFUB_100730,	12.5	3.99	4.53	0.0016916120257	0.0260277577591	1.0
GO:1900573	emodin metabolic process	3	2	AFUB_071800,AFUB_100730,	66.7	21.29	62.4	0.00286863912864	0.0404597643769	1.0
GO:1900575	emodin biosynthetic process	3	2	AFUB_071800,AFUB_100730,	66.7	21.29	62.4	0.00286863912864	0.0404597643769	1.0
GO:1900587	arugosin biosynthetic process	3	2	AFUB_071800,AFUB_100730,	66.7	21.29	62.4	0.00286863912864	0.0404597643769	1.0
GO:1900585	arugosin metabolic process	3	2	AFUB_071800,AFUB_100730,	66.7	21.29	62.4	0.00286863912864	0.0404597643769	1.0
GO:1900558	austinol metabolic process	10	3	AFUB_034510,AFUB_079710,AFUB_086310,	30.0	9.58	13.42	0.00308963049984	0.0418335969678	1.0
GO:1900560	austinol biosynthetic process	10	3	AFUB_034510,AFUB_079710,AFUB_086310,	30.0	9.58	13.42	0.00308963049984	0.0418335969678	1.0
GO:0045461	sterigmatocystin biosynthetic process	47	6	AFUB_071780,AFUB_071800,AFUB_079520,AFUB_079710,AFUB_086200,AFUB_100730,	12.8	4.08	4.62	0.00323895040325	0.0429954788823	1.0
GO:0045460	sterigmatocystin metabolic process	48	6	AFUB_071780,AFUB_071800,AFUB_079520,AFUB_079710,AFUB_086200,AFUB_100730,	12.5	3.99	4.51	0.00360680818273	0.0446041420406	1.0
GO:0019438	aromatic compound biosynthetic process	503	27	AFUB_016800,AFUB_033290,AFUB_033730,AFUB_034440,AFUB_034470,AFUB_034510,AFUB_041460,AFUB_045780,AFUB_051170,AFUB_052070,AFUB_062000,AFUB_066820,AFUB_071740,AFUB_071750,AFUB_071770,AFUB_071780,AFUB_071790,AFUB_071800,AFUB_071810,AFUB_078070,AFUB_079520,AFUB_079700,AFUB_079710,AFUB_086200,AFUB_086310,AFUB_088380,AFUB_100730,	5.4	1.71	1.85	0.00398228126936	0.0446041420406	1.0
GO:0009404	toxin metabolic process	65	7	AFUB_071780,AFUB_071790,AFUB_071800,AFUB_079520,AFUB_079710,AFUB_086200,AFUB_100730,	10.8	3.44	3.82	0.00400372516209	0.0446041420406	1.0
GO:0009403	toxin biosynthetic process	65	7	AFUB_071780,AFUB_071790,AFUB_071800,AFUB_079520,AFUB_079710,AFUB_086200,AFUB_100730,	10.8	3.44	3.82	0.00400372516209	0.0446041420406	1.0
GO:1900793	shamixanthone biosynthetic process	11	3	AFUB_033730,AFUB_071800,AFUB_100730,	27.3	8.71	11.74	0.00415075472461	0.0446041420406	1.0
GO:1900791	shamixanthone metabolic process	11	3	AFUB_033730,AFUB_071800,AFUB_100730,	27.3	8.71	11.74	0.00415075472461	0.0446041420406	1.0
GO:1900552	asperfuranone metabolic process	11	3	AFUB_045560,AFUB_079710,AFUB_086200,	27.3	8.71	11.74	0.00415075472461	0.0446041420406	1.0
GO:1900561	dehydroaustinol metabolic process	11	3	AFUB_034510,AFUB_079710,AFUB_086310,	27.3	8.71	11.74	0.00415075472461	0.0446041420406	1.0
GO:1902645	tertiary alcohol biosynthetic process	11	3	AFUB_045560,AFUB_079710,AFUB_086200,	27.3	8.71	11.74	0.00415075472461	0.0446041420406	1.0
GO:1900554	asperfuranone biosynthetic process	11	3	AFUB_045560,AFUB_079710,AFUB_086200,	27.3	8.71	11.74	0.00415075472461	0.0446041420406	1.0
GO:1900563	dehydroaustinol biosynthetic process	11	3	AFUB_034510,AFUB_079710,AFUB_086310,	27.3	8.71	11.74	0.00415075472461	0.0446041420406	1.0
GO:1902644	tertiary alcohol metabolic process	11	3	AFUB_045560,AFUB_079710,AFUB_086200,	27.3	8.71	11.74	0.00415075472461	0.0446041420406	1.0
GO:1901663	quinone biosynthetic process	23	4	AFUB_071780,AFUB_071800,AFUB_071810,AFUB_100730,	17.4	5.55	6.61	0.005190595633	0.0500517573054	1.0
GO:1901336	lactone biosynthetic process	12	3	AFUB_078070,AFUB_079710,AFUB_086200,	25.0	7.98	10.43	0.00540753711736	0.0500517573054	1.0
GO:1901334	lactone metabolic process	12	3	AFUB_078070,AFUB_079710,AFUB_086200,	25.0	7.98	10.43	0.00540753711736	0.0500517573054	1.0
GO:1900555	emericellamide metabolic process	12	3	AFUB_078070,AFUB_079710,AFUB_086200,	25.0	7.98	10.43	0.00540753711736	0.0500517573054	1.0
GO:1900557	emericellamide biosynthetic process	12	3	AFUB_078070,AFUB_079710,AFUB_086200,	25.0	7.98	10.43	0.00540753711736	0.0500517573054	1.0
GO:0050763	depsipeptide biosynthetic process	12	3	AFUB_078070,AFUB_079710,AFUB_086200,	25.0	7.98	10.43	0.00540753711736	0.0500517573054	1.0
GO:0050761	depsipeptide metabolic process	12	3	AFUB_078070,AFUB_079710,AFUB_086200,	25.0	7.98	10.43	0.00540753711736	0.0500517573054	1.0
GO:0030639	polyketide biosynthetic process	12	3	AFUB_045560,AFUB_079710,AFUB_086200,	25.0	7.98	10.43	0.00540753711736	0.0500517573054	1.0
GO:0032787	monocarboxylic acid metabolic process	165	12	AFUB_034530,AFUB_036560,AFUB_057580,AFUB_062470,AFUB_071780,AFUB_071790,AFUB_071800,AFUB_079710,AFUB_081980,AFUB_086200,AFUB_096730,AFUB_100730,	7.3	2.32	2.5	0.00550663487595	0.0500517573054	1.0
GO:1900788	pseurotin A metabolic process	4	2	AFUB_045790,AFUB_086030,	50.0	15.97	31.19	0.00561880879647	0.0500517573054	1.0
GO:1900790	pseurotin A biosynthetic process	4	2	AFUB_045790,AFUB_086030,	50.0	15.97	31.19	0.00561880879647	0.0500517573054	1.0
GO:0022610	biological adhesion	4	2	AFUB_028890,AFUB_098950,	50.0	15.97	31.19	0.00561880879647	0.0500517573054	1.0
GO:0007155	cell adhesion	4	2	AFUB_028890,AFUB_098950,	50.0	15.97	31.19	0.00561880879647	0.0500517573054	1.0
GO:1901661	quinone metabolic process	24	4	AFUB_071780,AFUB_071800,AFUB_071810,AFUB_100730,	16.7	5.32	6.28	0.00607818912904	0.0534407018228	1.0
GO:0006083	acetate metabolic process	13	3	AFUB_071780,AFUB_071790,AFUB_081980,	23.1	7.37	9.39	0.00686898438284	0.0574111410763	1.0
GO:0030638	polyketide metabolic process	13	3	AFUB_045560,AFUB_079710,AFUB_086200,	23.1	7.37	9.39	0.00686898438284	0.0574111410763	1.0
GO:1900772	fumitremorgin B biosynthetic process	13	3	AFUB_033730,AFUB_051170,AFUB_078070,	23.1	7.37	9.39	0.00686898438284	0.0574111410763	1.0
GO:1900770	fumitremorgin B metabolic process	13	3	AFUB_033730,AFUB_051170,AFUB_078070,	23.1	7.37	9.39	0.00686898438284	0.0574111410763	1.0
GO:0072330	monocarboxylic acid biosynthetic process	73	7	AFUB_034530,AFUB_036560,AFUB_071800,AFUB_079710,AFUB_086200,AFUB_096730,AFUB_100730,	9.6	3.06	3.35	0.00759213238568	0.0626813856721	1.0
GO:1902084	fumagillin metabolic process	5	2	AFUB_086050,AFUB_086200,	40.0	12.77	20.79	0.00917180465088	0.0697675477376	1.0
GO:0097176	epoxide metabolic process	5	2	AFUB_086050,AFUB_086200,	40.0	12.77	20.79	0.00917180465088	0.0697675477376	1.0
GO:0042244	spore wall assembly	5	2	AFUB_033290,AFUB_057130,	40.0	12.77	20.79	0.00917180465088	0.0697675477376	1.0
GO:0042243	asexual spore wall assembly	5	2	AFUB_033290,AFUB_057130,	40.0	12.77	20.79	0.00917180465088	0.0697675477376	1.0
GO:0070726	cell wall assembly	5	2	AFUB_033290,AFUB_057130,	40.0	12.77	20.79	0.00917180465088	0.0697675477376	1.0
GO:0010927	cellular component assembly involved in morphogenesis	5	2	AFUB_033290,AFUB_057130,	40.0	12.77	20.79	0.00917180465088	0.0697675477376	1.0
GO:1902086	fumagillin biosynthetic process	5	2	AFUB_086050,AFUB_086200,	40.0	12.77	20.79	0.00917180465088	0.0697675477376	1.0
GO:2001307	xanthone-containing compound biosynthetic process	15	3	AFUB_033730,AFUB_071750,AFUB_071770,	20.0	6.39	7.82	0.0104348329092	0.07830526457	1.0
GO:0016998	cell wall macromolecule catabolic process	43	5	AFUB_052460,AFUB_052480,AFUB_077830,AFUB_096750,AFUB_097070,	11.6	3.71	4.14	0.0105255230072	0.07830526457	1.0
GO:0032259	methylation	98	8	AFUB_033750,AFUB_045790,AFUB_051170,AFUB_055170,AFUB_064450,AFUB_071820,AFUB_075510,AFUB_079720,	8.2	2.61	2.81	0.0114557155698	0.0842961188804	1.0
GO:0008202	steroid metabolic process	44	5	AFUB_033700,AFUB_034460,AFUB_055310,AFUB_074120,AFUB_086820,	11.4	3.63	4.03	0.0115798213528	0.0842961188804	1.0
GO:2001305	xanthone-containing compound metabolic process	16	3	AFUB_033730,AFUB_071750,AFUB_071770,	18.8	5.99	7.22	0.0125504776772	0.0894386672363	1.0
GO:0042438	melanin biosynthetic process	16	3	AFUB_016800,AFUB_033290,AFUB_071740,	18.8	5.99	7.22	0.0125504776772	0.0894386672363	1.0
GO:0032989	cellular component morphogenesis	6	2	AFUB_033290,AFUB_057130,	33.3	10.65	15.59	0.0134750818042	0.0940477358911	1.0
GO:0070590	spore wall biogenesis	6	2	AFUB_033290,AFUB_057130,	33.3	10.65	15.59	0.0134750818042	0.0940477358911	1.0
GO:0006066	alcohol metabolic process	83	7	AFUB_033740,AFUB_034510,AFUB_045560,AFUB_051170,AFUB_079710,AFUB_086200,AFUB_086310,	8.4	2.69	2.91	0.01488988723	0.102861771987	1.0
GO:0048066	developmental pigmentation	7	2	AFUB_033290,AFUB_071740,	28.6	9.12	12.47	0.0184785747886	0.121456263416	1.0
GO:0046129	purine ribonucleoside biosynthetic process	7	2	AFUB_041460,AFUB_052070,	28.6	9.12	12.47	0.0184785747886	0.121456263416	1.0
GO:0043473	pigmentation	7	2	AFUB_033290,AFUB_071740,	28.6	9.12	12.47	0.0184785747886	0.121456263416	1.0
GO:0043474	pigment metabolic process involved in pigmentation	7	2	AFUB_033290,AFUB_071740,	28.6	9.12	12.47	0.0184785747886	0.121456263416	1.0
GO:0043324	pigment metabolic process involved in developmental pigmentation	7	2	AFUB_033290,AFUB_071740,	28.6	9.12	12.47	0.0184785747886	0.121456263416	1.0
GO:0046447	terpenoid indole alkaloid metabolic process	19	3	AFUB_033730,AFUB_033740,AFUB_078070,	15.8	5.04	5.86	0.0202716358321	0.127073124614	1.0
GO:0035836	ergot alkaloid metabolic process	19	3	AFUB_033730,AFUB_033740,AFUB_078070,	15.8	5.04	5.86	0.0202716358321	0.127073124614	1.0
GO:0009709	terpenoid indole alkaloid biosynthetic process	19	3	AFUB_033730,AFUB_033740,AFUB_078070,	15.8	5.04	5.86	0.0202716358321	0.127073124614	1.0
GO:0006582	melanin metabolic process	19	3	AFUB_016800,AFUB_033290,AFUB_071740,	15.8	5.04	5.86	0.0202716358321	0.127073124614	1.0
GO:0035837	ergot alkaloid biosynthetic process	19	3	AFUB_033730,AFUB_033740,AFUB_078070,	15.8	5.04	5.86	0.0202716358321	0.127073124614	1.0
GO:1902653	secondary alcohol biosynthetic process	20	3	AFUB_045560,AFUB_079710,AFUB_086200,	15.0	4.79	5.52	0.023309551394	0.144775837557	1.0
GO:0044036	cell wall macromolecule metabolic process	53	5	AFUB_052460,AFUB_052480,AFUB_077830,AFUB_096750,AFUB_097070,	9.4	3.01	3.27	0.0244206744734	0.150298151077	1.0
GO:1902652	secondary alcohol metabolic process	22	3	AFUB_045560,AFUB_079710,AFUB_086200,	13.6	4.35	4.94	0.0300834824166	0.154736481734	1.0
GO:0140352	export from cell	22	3	AFUB_041460,AFUB_047000,AFUB_052070,	13.6	4.35	4.94	0.0300834824166	0.154736481734	1.0
GO:0071554	cell wall organization or biogenesis	139	9	AFUB_033290,AFUB_040120,AFUB_052460,AFUB_052480,AFUB_057130,AFUB_077830,AFUB_078070,AFUB_096750,AFUB_097070,	6.5	2.07	2.19	0.0301030052261	0.154736481734	1.0
GO:0002684	positive regulation of immune system process	1	1	AFUB_068800,	100.0	31.94	inf	0.0313129955652	0.154736481734	1.0
GO:0006075	(1->3)-beta-D-glucan biosynthetic process	1	1	AFUB_078400,	100.0	31.94	inf	0.0313129955652	0.154736481734	1.0
GO:1900845	positive regulation of monodictyphenone biosynthetic process	1	1	AFUB_071790,	100.0	31.94	inf	0.0313129955652	0.154736481734	1.0
GO:0006076	(1->3)-beta-D-glucan catabolic process	1	1	AFUB_091030,	100.0	31.94	inf	0.0313129955652	0.154736481734	1.0
GO:0006516	glycoprotein catabolic process	1	1	AFUB_068800,	100.0	31.94	inf	0.0313129955652	0.154736481734	1.0
GO:0006959	humoral immune response	1	1	AFUB_068800,	100.0	31.94	inf	0.0313129955652	0.154736481734	1.0
GO:0000422	autophagy of mitochondrion	1	1	AFUB_037580,	100.0	31.94	inf	0.0313129955652	0.154736481734	1.0
GO:0002682	regulation of immune system process	1	1	AFUB_068800,	100.0	31.94	inf	0.0313129955652	0.154736481734	1.0
GO:0006956	complement activation	1	1	AFUB_068800,	100.0	31.94	inf	0.0313129955652	0.154736481734	1.0
GO:0015812	gamma-aminobutyric acid transport	1	1	AFUB_041130,	100.0	31.94	inf	0.0313129955652	0.154736481734	1.0
GO:0002253	activation of immune response	1	1	AFUB_068800,	100.0	31.94	inf	0.0313129955652	0.154736481734	1.0
GO:0051541	elastin metabolic process	1	1	AFUB_068800,	100.0	31.94	inf	0.0313129955652	0.154736481734	1.0
GO:0050776	regulation of immune response	1	1	AFUB_068800,	100.0	31.94	inf	0.0313129955652	0.154736481734	1.0
GO:0019746	hopanoid biosynthetic process	1	1	AFUB_086820,	100.0	31.94	inf	0.0313129955652	0.154736481734	1.0
GO:0050778	positive regulation of immune response	1	1	AFUB_068800,	100.0	31.94	inf	0.0313129955652	0.154736481734	1.0
GO:0044406	adhesion of symbiont to host	1	1	AFUB_028890,	100.0	31.94	inf	0.0313129955652	0.154736481734	1.0
GO:0019744	hopanoid metabolic process	1	1	AFUB_086820,	100.0	31.94	inf	0.0313129955652	0.154736481734	1.0
GO:0060309	elastin catabolic process	1	1	AFUB_068800,	100.0	31.94	inf	0.0313129955652	0.154736481734	1.0
GO:1900177	regulation of aflatoxin biosynthetic process	1	1	AFUB_071790,	100.0	31.94	inf	0.0313129955652	0.154736481734	1.0
GO:0061726	mitochondrion disassembly	1	1	AFUB_037580,	100.0	31.94	inf	0.0313129955652	0.154736481734	1.0
GO:1900843	regulation of monodictyphenone biosynthetic process	1	1	AFUB_071790,	100.0	31.94	inf	0.0313129955652	0.154736481734	1.0
GO:0006955	immune response	1	1	AFUB_068800,	100.0	31.94	inf	0.0313129955652	0.154736481734	1.0
GO:0002376	immune system process	1	1	AFUB_068800,	100.0	31.94	inf	0.0313129955652	0.154736481734	1.0
