ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0046461	neutral lipid catabolic process	4	2	AFUB_025250,AFUB_030040,	50.0	23.4	46.37	0.00264669457639	0.111075280196	1.0
GO:0046464	acylglycerol catabolic process	4	2	AFUB_025250,AFUB_030040,	50.0	23.4	46.37	0.00264669457639	0.111075280196	1.0
GO:1901605	alpha-amino acid metabolic process	139	9	AFUB_001220,AFUB_019140,AFUB_021270,AFUB_021280,AFUB_021310,AFUB_047230,AFUB_062130,AFUB_066940,AFUB_066950,	6.5	3.03	3.3	0.00284287737247	0.111075280196	1.0
GO:0006641	triglyceride metabolic process	5	2	AFUB_025250,AFUB_030040,	40.0	18.72	30.91	0.00434930204166	0.115879709348	1.0
GO:0006639	acylglycerol metabolic process	5	2	AFUB_025250,AFUB_030040,	40.0	18.72	30.91	0.00434930204166	0.115879709348	1.0
GO:0006638	neutral lipid metabolic process	5	2	AFUB_025250,AFUB_030040,	40.0	18.72	30.91	0.00434930204166	0.115879709348	1.0
GO:0006586	indolalkylamine metabolic process	16	3	AFUB_001220,AFUB_066940,AFUB_066950,	18.8	8.77	10.75	0.00436953788187	0.115879709348	1.0
GO:0006568	tryptophan metabolic process	16	3	AFUB_001220,AFUB_066940,AFUB_066950,	18.8	8.77	10.75	0.00436953788187	0.115879709348	1.0
GO:0009308	amine metabolic process	51	5	AFUB_001220,AFUB_061580,AFUB_066940,AFUB_066950,AFUB_081260,	9.8	4.59	5.11	0.00444876397864	0.115879709348	1.0
GO:0009063	cellular amino acid catabolic process	51	5	AFUB_019140,AFUB_021270,AFUB_021310,AFUB_066940,AFUB_066950,	9.8	4.59	5.11	0.00444876397864	0.115879709348	1.0
GO:0044270	cellular nitrogen compound catabolic process	74	6	AFUB_061580,AFUB_066940,AFUB_066950,AFUB_084820,AFUB_100170,AFUB_100180,	8.1	3.79	4.16	0.0048460547314	0.12049054264	1.0
GO:0046503	glycerolipid catabolic process	6	2	AFUB_025250,AFUB_030040,	33.3	15.6	23.18	0.00643262636576	0.14661027592	1.0
GO:0006572	tyrosine catabolic process	6	2	AFUB_021270,AFUB_021280,	33.3	15.6	23.18	0.00643262636576	0.14661027592	1.0
GO:0042430	indole-containing compound metabolic process	21	3	AFUB_001220,AFUB_066940,AFUB_066950,	14.3	6.69	7.76	0.00959809447818	0.210006307183	1.0
GO:1902222	erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process	8	2	AFUB_021270,AFUB_021310,	25.0	11.7	15.45	0.0116745932818	0.228071518755	1.0
GO:0006559	L-phenylalanine catabolic process	8	2	AFUB_021270,AFUB_021310,	25.0	11.7	15.45	0.0116745932818	0.228071518755	1.0
GO:0006570	tyrosine metabolic process	8	2	AFUB_021270,AFUB_021280,	25.0	11.7	15.45	0.0116745932818	0.228071518755	1.0
GO:0009056	catabolic process	550	20	AFUB_019140,AFUB_021270,AFUB_021280,AFUB_021310,AFUB_025250,AFUB_030040,AFUB_047240,AFUB_061580,AFUB_066940,AFUB_066950,AFUB_073450,AFUB_076580,AFUB_078210,AFUB_081630,AFUB_084820,AFUB_085650,AFUB_091960,AFUB_094360,AFUB_100170,AFUB_100180,	3.6	1.7	1.83	0.0130165738797	0.231307694724	1.0
GO:1901575	organic substance catabolic process	515	19	AFUB_019140,AFUB_021270,AFUB_021280,AFUB_021310,AFUB_025250,AFUB_030040,AFUB_047240,AFUB_061580,AFUB_066940,AFUB_066950,AFUB_073450,AFUB_076580,AFUB_078210,AFUB_081630,AFUB_084820,AFUB_085650,AFUB_091960,AFUB_100170,AFUB_100180,	3.7	1.73	1.86	0.0133761650987	0.231307694724	1.0
GO:0046700	heterocycle catabolic process	68	5	AFUB_061580,AFUB_066940,AFUB_066950,AFUB_100170,AFUB_100180,	7.4	3.44	3.72	0.0147899183612	0.231307694724	1.0
GO:1902221	erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process	9	2	AFUB_021270,AFUB_021310,	22.2	10.4	13.24	0.0148011500707	0.231307694724	1.0
GO:0006558	L-phenylalanine metabolic process	9	2	AFUB_021270,AFUB_021310,	22.2	10.4	13.24	0.0148011500707	0.231307694724	1.0
GO:0016054	organic acid catabolic process	94	6	AFUB_019140,AFUB_021270,AFUB_021280,AFUB_021310,AFUB_066940,AFUB_066950,	6.4	2.99	3.21	0.0150534674115	0.231307694724	1.0
GO:0070189	kynurenine metabolic process	10	2	AFUB_066940,AFUB_066950,	20.0	9.36	11.58	0.0182442223554	0.231307694724	1.0
GO:0046434	organophosphate catabolic process	27	3	AFUB_061580,AFUB_100170,AFUB_100180,	11.1	5.2	5.82	0.019230871693	0.231307694724	1.0
GO:0008299	isoprenoid biosynthetic process	28	3	AFUB_000770,AFUB_028310,AFUB_050130,	10.7	5.01	5.58	0.0212079715674	0.231307694724	1.0
GO:0070597	cell wall (1->3)-alpha-glucan metabolic process	1	1	AFUB_021050,	100.0	46.8	inf	0.0213680956861	0.231307694724	1.0
GO:0051346	negative regulation of hydrolase activity	1	1	AFUB_008140,	100.0	46.8	inf	0.0213680956861	0.231307694724	1.0
GO:0035305	negative regulation of dephosphorylation	1	1	AFUB_008140,	100.0	46.8	inf	0.0213680956861	0.231307694724	1.0
GO:0032515	negative regulation of phosphoprotein phosphatase activity	1	1	AFUB_008140,	100.0	46.8	inf	0.0213680956861	0.231307694724	1.0
GO:0070599	fungal-type cell wall (1->3)-alpha-glucan metabolic process	1	1	AFUB_021050,	100.0	46.8	inf	0.0213680956861	0.231307694724	1.0
GO:0031400	negative regulation of protein modification process	1	1	AFUB_008140,	100.0	46.8	inf	0.0213680956861	0.231307694724	1.0
GO:0035308	negative regulation of protein dephosphorylation	1	1	AFUB_008140,	100.0	46.8	inf	0.0213680956861	0.231307694724	1.0
GO:0045936	negative regulation of phosphate metabolic process	1	1	AFUB_008140,	100.0	46.8	inf	0.0213680956861	0.231307694724	1.0
GO:0019478	D-amino acid catabolic process	1	1	AFUB_019140,	100.0	46.8	inf	0.0213680956861	0.231307694724	1.0
GO:0006583	melanin biosynthetic process from tyrosine	1	1	AFUB_021280,	100.0	46.8	inf	0.0213680956861	0.231307694724	1.0
GO:0008203	cholesterol metabolic process	1	1	AFUB_064770,	100.0	46.8	inf	0.0213680956861	0.231307694724	1.0
GO:0010563	negative regulation of phosphorus metabolic process	1	1	AFUB_008140,	100.0	46.8	inf	0.0213680956861	0.231307694724	1.0
GO:0010923	negative regulation of phosphatase activity	1	1	AFUB_008140,	100.0	46.8	inf	0.0213680956861	0.231307694724	1.0
GO:0009309	amine biosynthetic process	11	2	AFUB_001220,AFUB_081260,	18.2	8.51	10.29	0.0219890313084	0.231307694724	1.0
GO:0042401	cellular biogenic amine biosynthetic process	11	2	AFUB_001220,AFUB_081260,	18.2	8.51	10.29	0.0219890313084	0.231307694724	1.0
GO:0006720	isoprenoid metabolic process	29	3	AFUB_000770,AFUB_028310,AFUB_050130,	10.3	4.84	5.37	0.0232923492516	0.240394623408	1.0
GO:0046218	indolalkylamine catabolic process	12	2	AFUB_066940,AFUB_066950,	16.7	7.8	9.26	0.0260212782896	0.254172129008	1.0
GO:0042436	indole-containing compound catabolic process	12	2	AFUB_066940,AFUB_066950,	16.7	7.8	9.26	0.0260212782896	0.254172129008	1.0
GO:0006569	tryptophan catabolic process	12	2	AFUB_066940,AFUB_066950,	16.7	7.8	9.26	0.0260212782896	0.254172129008	1.0
GO:0042402	cellular biogenic amine catabolic process	13	2	AFUB_066940,AFUB_066950,	15.4	7.2	8.42	0.0303271312806	0.291034049306	1.0
GO:0009310	amine catabolic process	14	2	AFUB_066940,AFUB_066950,	14.3	6.69	7.72	0.0348932116772	0.320800213134	1.0
GO:0097053	L-kynurenine catabolic process	2	1	AFUB_066950,	50.0	23.4	46.08	0.042282406545	0.320800213134	1.0
GO:0031455	glycine betaine metabolic process	2	1	AFUB_047240,	50.0	23.4	46.08	0.042282406545	0.320800213134	1.0
GO:0010447	response to acidic pH	2	1	AFUB_047540,	50.0	23.4	46.08	0.042282406545	0.320800213134	1.0
GO:0007021	tubulin complex assembly	2	1	AFUB_024190,	50.0	23.4	46.08	0.042282406545	0.320800213134	1.0
GO:0071468	cellular response to acidic pH	2	1	AFUB_047540,	50.0	23.4	46.08	0.042282406545	0.320800213134	1.0
GO:0046439	L-cysteine metabolic process	2	1	AFUB_062130,	50.0	23.4	46.08	0.042282406545	0.320800213134	1.0
GO:0019285	glycine betaine biosynthetic process from choline	2	1	AFUB_047240,	50.0	23.4	46.08	0.042282406545	0.320800213134	1.0
GO:0019499	cyanide metabolic process	2	1	AFUB_084820,	50.0	23.4	46.08	0.042282406545	0.320800213134	1.0
GO:0019500	cyanide catabolic process	2	1	AFUB_084820,	50.0	23.4	46.08	0.042282406545	0.320800213134	1.0
GO:0031456	glycine betaine biosynthetic process	2	1	AFUB_047240,	50.0	23.4	46.08	0.042282406545	0.320800213134	1.0
GO:0097052	L-kynurenine metabolic process	2	1	AFUB_066950,	50.0	23.4	46.08	0.042282406545	0.320800213134	1.0
GO:0009445	putrescine metabolic process	2	1	AFUB_081260,	50.0	23.4	46.08	0.042282406545	0.320800213134	1.0
GO:0009446	putrescine biosynthetic process	2	1	AFUB_081260,	50.0	23.4	46.08	0.042282406545	0.320800213134	1.0
GO:0042438	melanin biosynthetic process	16	2	AFUB_021270,AFUB_021280,	12.5	5.85	6.61	0.0447547305048	0.320800213134	1.0
GO:0046395	carboxylic acid catabolic process	92	5	AFUB_019140,AFUB_021270,AFUB_021310,AFUB_066940,AFUB_066950,	5.4	2.54	2.69	0.0466254030087	0.320800213134	1.0
